frame_index,RightUpperLeg_orientation_w,RightUpperLeg_orientation_x,RightUpperLeg_orientation_y,RightUpperLeg_orientation_z,RightLowerLeg_orientation_w,RightLowerLeg_orientation_x,RightLowerLeg_orientation_y,RightLowerLeg_orientation_z,RightUpperLeg_angularVelocity_x,RightUpperLeg_angularVelocity_y,RightUpperLeg_angularVelocity_z,RightLowerLeg_angularVelocity_x,RightLowerLeg_angularVelocity_y,RightLowerLeg_angularVelocity_z,RightUpperLeg_acceleration_x,RightUpperLeg_acceleration_y,RightUpperLeg_acceleration_z,RightLowerLeg_acceleration_x,RightLowerLeg_acceleration_y,RightLowerLeg_acceleration_z
115,0.632623,-0.088846,0.058897,0.767089,0.658685,-0.029996,0.023534,0.751452,-0.054863,-0.021652,0.044271,-0.129921,-0.049237,0.089134,-0.680004,0.254228,-0.264176,-0.641460,0.491156,-0.069218
116,0.632534,-0.088857,0.058787,0.767169,0.658588,-0.030170,0.023639,0.751527,-0.059913,-0.022798,0.051825,-0.130641,-0.049358,0.076999,-0.651066,-0.226251,-0.195606,-0.576126,0.441457,-0.029518
117,0.632439,-0.088871,0.058680,0.767255,0.658488,-0.030348,0.023743,0.751604,-0.066739,-0.025317,0.050383,-0.137668,-0.051366,0.060016,-0.635320,0.045990,-0.175820,-0.793238,0.707609,-0.064779
118,0.632344,-0.088887,0.058573,0.767340,0.658389,-0.030533,0.023849,0.751680,-0.070900,-0.027842,0.047517,-0.139245,-0.057246,0.041518,-0.653111,-0.232830,-0.193798,-0.732276,0.457377,0.051363
119,0.632256,-0.088901,0.058460,0.767419,0.658295,-0.030727,0.023958,0.751751,-0.072362,-0.030618,0.043840,-0.141146,-0.063280,0.024897,-0.657579,-0.378136,-0.127476,-0.663806,0.590930,-0.008098
120,0.632181,-0.088911,0.058339,0.767488,0.658210,-0.030933,0.024073,0.751813,-0.072739,-0.037837,0.032119,-0.142312,-0.066977,0.008106,-0.986657,-0.307847,-0.256639,-0.524814,0.587364,0.023347
121,0.632128,-0.088915,0.058204,0.767542,0.658138,-0.031154,0.024196,0.751863,-0.073220,-0.043485,0.017392,-0.152561,-0.068848,-0.007776,-0.856080,-0.219215,-0.111286,-0.358679,0.940237,0.047039
122,0.632103,-0.088910,0.058051,0.767575,0.658082,-0.031393,0.024327,0.751898,-0.067560,-0.050925,0.002487,-0.157022,-0.076543,-0.023941,-0.962388,-0.596902,-0.058309,-0.497250,0.910883,0.050606
123,0.632112,-0.088894,0.057877,0.767582,0.658047,-0.031652,0.024470,0.751913,-0.064016,-0.059888,-0.013473,-0.158270,-0.076562,-0.038706,-1.104056,-0.392640,-0.109015,-0.242649,0.892432,-0.058608
124,0.632162,-0.088878,0.057684,0.767557,0.658044,-0.031919,0.024618,0.751899,-0.053900,-0.071917,-0.034013,-0.164009,-0.074057,-0.050952,-1.218484,-0.529997,-0.121638,-0.107155,1.085708,-0.109938
125,0.632248,-0.088874,0.057481,0.767502,0.658078,-0.032183,0.024766,0.751854,-0.044513,-0.073705,-0.054780,-0.171172,-0.073583,-0.059863,-0.619973,-0.353627,0.135725,-0.213547,1.166787,-0.012850
126,0.632364,-0.088875,0.057266,0.767423,0.658140,-0.032450,0.024916,0.751784,-0.032892,-0.076372,-0.071506,-0.173808,-0.073033,-0.066783,-0.630728,-0.487655,0.103043,-0.172829,1.111936,-0.039128
127,0.632500,-0.088877,0.057042,0.767327,0.658219,-0.032724,0.025069,0.751697,-0.020542,-0.075413,-0.075925,-0.176022,-0.078108,-0.068915,-0.484632,-0.623837,0.215521,-0.450125,1.120563,0.018267
128,0.632651,-0.088875,0.056809,0.767220,0.658307,-0.033010,0.025227,0.751602,-0.008072,-0.071084,-0.081826,-0.182013,-0.079555,-0.069558,-0.259370,-0.392431,0.249860,-0.425586,1.194556,0.038145
129,0.632808,-0.088865,0.056567,0.767109,0.658394,-0.033313,0.025393,0.751507,-0.000097,-0.063972,-0.083065,-0.192022,-0.078887,-0.067169,-0.080008,-0.067421,0.318597,-0.440896,1.414965,0.083823
130,0.632965,-0.088841,0.056318,0.767002,0.658472,-0.033637,0.025568,0.751418,0.013485,-0.052745,-0.080778,-0.207967,-0.081192,-0.053319,0.006035,-0.319025,0.421749,-0.400860,1.653424,0.058325
131,0.633112,-0.088798,0.056061,0.766904,0.658531,-0.033989,0.025754,0.751344,0.025892,-0.037798,-0.077318,-0.218707,-0.083431,-0.039317,0.134751,-0.212881,0.438148,-0.398305,1.487377,0.023517
132,0.633244,-0.088732,0.055797,0.766822,0.658562,-0.034372,0.025954,0.751293,0.036354,-0.019403,-0.073622,-0.231046,-0.086907,-0.016298,0.309594,0.045518,0.362459,-0.498763,1.669775,0.015098
133,0.633352,-0.088637,0.055527,0.766763,0.658555,-0.034792,0.026170,0.751272,0.045393,0.002201,-0.063523,-0.241801,-0.092638,0.009121,0.362188,0.029786,0.493689,-0.469713,1.694695,-0.058170
134,0.633429,-0.088509,0.055251,0.766734,0.658501,-0.035254,0.026402,0.751290,0.052060,0.012267,-0.062349,-0.254123,-0.095496,0.028791,-0.424653,0.438101,0.235914,-0.429239,1.850134,-0.106982
135,0.633467,-0.088343,0.054971,0.766742,0.658392,-0.035761,0.026654,0.751353,0.059433,0.022109,-0.055935,-0.268021,-0.096716,0.052763,-0.471361,0.266314,0.184228,-0.287211,2.010620,-0.032131
136,0.633481,-0.088159,0.054690,0.766772,0.658235,-0.036293,0.026917,0.751455,0.065779,0.042469,-0.045171,-0.284472,-0.098358,0.069425,0.179404,0.235514,0.409715,-0.358608,2.270431,-0.107289
137,0.633489,-0.087974,0.054410,0.766806,0.658047,-0.036830,0.027183,0.751584,0.071643,0.054554,-0.030309,-0.300676,-0.103092,0.089697,-0.436909,0.279667,0.154987,-0.409042,2.363826,-0.089489
138,0.633488,-0.087782,0.054129,0.766849,0.657828,-0.037381,0.027457,0.751739,0.078447,0.069419,-0.014053,-0.314394,-0.107144,0.107413,-0.312379,0.222467,0.219804,-0.384255,2.477528,-0.094606
139,0.633474,-0.087574,0.053844,0.766905,0.657580,-0.037955,0.027741,0.751916,0.083367,0.087843,0.008550,-0.329637,-0.108652,0.126263,-0.080309,0.249811,0.275260,-0.337672,2.721303,-0.130642
140,0.633444,-0.087343,0.053552,0.766976,0.657304,-0.038560,0.028038,0.752116,0.092220,0.103450,0.035803,-0.345219,-0.108775,0.141420,-0.382003,-0.046217,0.173319,-0.336225,2.846589,-0.180571
141,0.633394,-0.087080,0.053250,0.767068,0.656999,-0.039206,0.028351,0.752337,0.102064,0.124439,0.055179,-0.363124,-0.108733,0.155623,0.027418,0.100374,0.224275,-0.277028,3.066673,-0.104904
142,0.633321,-0.086778,0.052937,0.767184,0.656668,-0.039901,0.028685,0.752577,0.110081,0.147997,0.074271,-0.387161,-0.113795,0.171035,0.067306,0.345203,0.384185,-0.489999,3.633371,0.020648
143,0.633223,-0.086429,0.052609,0.767328,0.656311,-0.040655,0.029041,0.752834,0.120187,0.170183,0.100711,-0.413972,-0.122691,0.188440,-0.048898,0.051244,0.360346,-0.502885,3.921173,0.055727
144,0.633094,-0.086025,0.052263,0.767502,0.655929,-0.041476,0.029423,0.753108,0.129451,0.192062,0.110290,-0.447507,-0.124080,0.201867,-0.124988,0.587162,0.403670,-0.334855,4.432300,0.036751
145,0.632933,-0.085559,0.051897,0.767712,0.655522,-0.042373,0.029834,0.753396,0.144015,0.202416,0.106449,-0.482866,-0.128516,0.210154,-0.788796,0.659796,0.088330,-0.475809,4.814285,-0.018697
146,0.632736,-0.085022,0.051508,0.767961,0.655092,-0.043355,0.030278,0.753696,0.164971,0.217240,0.100795,-0.516987,-0.126480,0.216151,-0.567727,0.287188,0.278937,-0.251152,5.057359,-0.108184
147,0.632499,-0.084406,0.051094,0.768252,0.654639,-0.044430,0.030757,0.754008,0.182636,0.250112,0.127511,-0.552026,-0.127097,0.213157,0.313303,-0.114541,0.730449,-0.408150,5.386051,-0.116194
148,0.632411,-0.083776,0.050679,0.768420,0.654136,-0.045548,0.031253,0.754357,0.207167,0.278061,0.139506,-0.588965,-0.131761,0.210320,0.063518,-0.235365,0.584438,-0.491740,5.664032,-0.313512
149,0.632597,-0.083183,0.050280,0.768358,0.653567,-0.046667,0.031752,0.754761,0.220599,0.294807,0.134068,-0.629363,-0.135818,0.210143,-0.710897,0.872982,0.235916,-0.342715,6.196992,-0.339950
150,0.632956,-0.082595,0.049887,0.768151,0.652945,-0.047808,0.032262,0.755207,0.246226,0.328318,0.145094,-0.670474,-0.139653,0.215504,0.025065,-0.153578,0.664551,-0.349760,6.582798,-0.418201
151,0.633386,-0.081983,0.049487,0.767888,0.652282,-0.048993,0.032790,0.755680,0.271718,0.375890,0.176440,-0.714969,-0.141398,0.224500,0.707320,-0.494775,0.962245,-0.132886,6.983158,-0.417291
152,0.633786,-0.081315,0.049071,0.767656,0.651592,-0.050246,0.033344,0.756168,0.294894,0.422799,0.209027,-0.761610,-0.144134,0.228157,0.522229,-0.280442,0.864330,-0.137936,7.389472,-0.384085
153,0.634055,-0.080563,0.048625,0.767541,0.650890,-0.051588,0.033932,0.756657,0.311192,0.447697,0.230812,-0.809880,-0.153269,0.238121,-0.899359,0.308582,0.361409,-0.267988,7.873015,-0.493156
154,0.634091,-0.079694,0.048139,0.767633,0.650187,-0.053041,0.034561,0.757132,0.333952,0.478844,0.259785,-0.868607,-0.166820,0.246087,-0.640363,-0.033428,0.485154,-0.345509,8.395675,-0.466890
155,0.633793,-0.078680,0.047601,0.768017,0.649497,-0.054629,0.035238,0.757580,0.350429,0.522048,0.300319,-0.932648,-0.179758,0.251039,-0.021191,0.140839,0.720813,-0.205414,8.898782,-0.452485
156,0.633060,-0.077489,0.046999,0.768779,0.648834,-0.056373,0.035973,0.757986,0.373410,0.553374,0.329510,-0.996922,-0.185800,0.251825,-0.777994,0.002341,0.404979,-0.061295,9.167495,-0.661432
157,0.631787,-0.076091,0.046323,0.770006,0.648209,-0.058296,0.036771,0.758337,0.390069,0.587825,0.403680,-1.060118,-0.193999,0.244004,-1.010365,-0.501102,0.397688,0.007118,9.236559,-0.596418
158,0.629870,-0.074456,0.045560,0.771780,0.647637,-0.060419,0.037642,0.758617,0.417948,0.655302,0.515043,-1.122896,-0.204187,0.230227,0.419084,-1.797122,1.036689,-0.038266,9.308332,-0.682159
159,0.627203,-0.072552,0.044698,0.774180,0.647128,-0.062766,0.038592,0.758812,0.455876,0.793007,0.728788,-1.186692,-0.220418,0.201039,3.835385,-4.503838,2.561555,-0.363451,9.249351,-0.557483
160,0.623514,-0.070286,0.043792,0.777414,0.646698,-0.065404,0.039615,0.758903,0.491964,0.947927,0.990822,-1.252655,-0.237980,0.164489,4.056770,-5.160996,2.776081,-0.405081,9.052102,-0.550980
161,0.618736,-0.067632,0.042888,0.781507,0.646340,-0.068351,0.040697,0.758892,0.532277,1.171579,1.404735,-1.311263,-0.252054,0.110901,7.179436,-8.287214,4.308703,-0.324095,8.430067,-0.563015
162,0.613061,-0.064658,0.041962,0.786267,0.646034,-0.071556,0.041837,0.758795,0.624697,1.422461,1.937542,-1.368815,-0.265251,0.056278,8.480822,-13.505038,4.900591,-0.103750,8.088041,-0.576300
163,0.606684,-0.061431,0.040992,0.791505,0.645764,-0.074969,0.043034,0.758629,0.755581,1.678241,2.526387,-1.411532,-0.277409,-0.000997,8.478140,-16.227376,4.965792,0.050476,7.120133,-0.416249
164,0.599807,-0.058022,0.039953,0.797037,0.645511,-0.078536,0.044287,0.758411,0.954095,1.977743,3.308771,-1.438969,-0.282901,-0.068797,11.441952,-23.491072,5.480270,0.204952,6.135997,-0.426678
165,0.592634,-0.054499,0.038825,0.802688,0.645258,-0.082208,0.045595,0.758159,1.179332,2.238005,4.211334,-1.459801,-0.288009,-0.124249,9.799882,-26.564813,3.945728,0.441020,5.307204,-0.243971
166,0.585377,-0.050932,0.037583,0.808286,0.644989,-0.085932,0.046957,0.757892,1.463013,2.496580,5.104031,-1.479545,-0.290154,-0.172705,11.155123,-28.783493,3.114441,0.631681,4.612785,-0.127935
167,0.578255,-0.047393,0.036207,0.813673,0.644687,-0.089656,0.048373,0.757628,1.795135,2.732684,5.938596,-1.512128,-0.300367,-0.197179,11.754196,-29.786412,1.726451,0.556832,4.386014,0.093714
168,0.571492,-0.043953,0.034676,0.818696,0.644337,-0.093331,0.049840,0.757387,2.020935,2.828940,6.477482,-1.541472,-0.304698,-0.212039,4.362066,-16.393103,-1.563657,0.950260,3.722100,0.278754
169,0.565317,-0.040683,0.032969,0.823210,0.643923,-0.096904,0.051358,0.757189,2.167900,2.798487,6.319504,-1.541606,-0.307173,-0.207764,-4.474764,2.032418,-3.978944,0.973494,2.032370,0.218656
170,0.559963,-0.037656,0.031065,0.827079,0.643430,-0.100325,0.052926,0.757055,2.207672,2.565129,5.523757,-1.552782,-0.319278,-0.188802,-20.339987,19.899333,-6.966967,0.672133,1.701357,0.511901
171,0.555666,-0.034943,0.028944,0.830167,0.642843,-0.103542,0.054544,0.757005,2.108082,2.104519,4.320701,-1.544656,-0.321115,-0.158728,-31.476681,33.274070,-9.895909,1.031761,0.265546,0.353041
172,0.552474,-0.032468,0.026551,0.832474,0.642235,-0.106620,0.056281,0.756967,1.923107,1.467750,2.764525,-1.535996,-0.329665,-0.119186,-43.841423,43.713206,-12.058794,0.958784,-0.281143,0.530452
173,0.550176,-0.030106,0.023873,0.834165,0.641667,-0.109656,0.058182,0.756871,1.800508,0.860292,1.353282,-1.505363,-0.324196,-0.072134,-42.573266,36.422127,-10.339409,1.698993,-1.547162,0.582651
174,0.548611,-0.027853,0.020955,0.835351,0.641110,-0.112648,0.060209,0.756745,1.742282,0.392908,0.452844,-1.465254,-0.311014,0.003154,-33.178447,23.025107,-7.279054,2.343402,-1.993204,1.038101
175,0.547621,-0.025707,0.017841,0.836141,0.640535,-0.115592,0.062326,0.756617,1.755963,0.042031,0.010128,-1.417667,-0.277701,0.080465,-24.331921,10.504139,-4.905572,3.162284,-2.321283,1.313922
176,0.547044,-0.023665,0.014575,0.836642,0.639913,-0.118486,0.064495,0.756513,1.794955,-0.275738,-0.147860,-1.373275,-0.239794,0.170735,-20.590400,3.678980,-4.353226,3.321175,-2.228095,1.558682
177,0.546716,-0.021722,0.011202,0.836961,0.639216,-0.121327,0.066679,0.756463,1.826999,-0.563725,-0.133352,-1.341094,-0.218046,0.283251,-17.354808,0.946744,-3.586453,2.441783,-1.765462,1.920439
178,0.546476,-0.019877,0.007766,0.837202,0.638416,-0.124112,0.068840,0.756494,1.917461,-0.767791,0.038405,-1.330311,-0.226919,0.398516,-11.041707,-5.976597,-2.328376,0.550602,-1.067040,2.283446
179,0.546162,-0.018126,0.004311,0.837473,0.637483,-0.126838,0.070940,0.756634,2.022396,-0.927515,0.400884,-1.305770,-0.258272,0.484542,-7.032871,-10.637733,-1.847432,-0.975985,-1.910282,2.728724
180,0.545609,-0.016465,0.000882,0.837877,0.636391,-0.129503,0.072944,0.756911,2.132148,-1.061414,0.771670,-1.256457,-0.261483,0.552533,-4.340777,-11.962973,-1.656086,-0.649578,-3.187829,2.697347
181,0.544657,-0.014892,-0.002478,0.838523,0.635111,-0.132104,0.074813,0.757354,2.160782,-1.206033,1.056289,-1.251937,-0.262847,0.633016,-4.632466,-6.202871,-1.672868,-0.800261,-2.167830,3.026672
182,0.543143,-0.013403,-0.005725,0.839514,0.633615,-0.134638,0.076509,0.757991,2.166612,-1.294294,1.140847,-1.287129,-0.267695,0.746963,-1.812461,-2.670909,-0.433910,-0.886150,-1.136010,2.985393
183,0.540902,-0.011995,-0.008813,0.840954,0.631875,-0.137103,0.077997,0.758850,2.160705,-1.372745,1.286277,-1.311788,-0.249434,0.871555,-0.833383,-3.171825,0.509604,0.232514,-1.920676,2.707321
184,0.538072,-0.010681,-0.011796,0.842748,0.629931,-0.139524,0.079358,0.759883,2.177929,-1.399482,1.711033,-1.312789,-0.236976,1.000847,4.305001,-8.296832,0.554868,0.322948,-3.089387,2.307613
185,0.534920,-0.009472,-0.014756,0.844721,0.627839,-0.141921,0.080686,0.761030,2.111254,-1.291682,2.246376,-1.329609,-0.247512,1.137724,14.475952,-4.302451,2.127219,-0.176306,-2.705410,2.116072
186,0.531470,-0.008363,-0.017692,0.846851,0.625595,-0.144280,0.081961,0.762297,1.888361,-1.090257,2.682036,-1.336035,-0.251648,1.263845,20.807601,6.876672,4.020839,0.209995,-3.141505,1.668791
187,0.527748,-0.007350,-0.020602,0.849119,0.623194,-0.146590,0.083159,0.763692,1.629796,-0.866806,2.880680,-1.323002,-0.241893,1.375379,21.278629,12.459208,4.471063,0.710134,-3.841089,1.044597
188,0.523778,-0.006428,-0.023486,0.851506,0.620631,-0.148838,0.084260,0.765222,1.380616,-0.732093,2.775077,-1.292625,-0.234994,1.485731,13.932036,15.678722,3.446962,0.751145,-4.481320,0.489750
189,0.519588,-0.005591,-0.026344,0.853993,0.617902,-0.151011,0.085241,0.766894,1.224129,-0.718545,2.456699,-1.245983,-0.241958,1.584847,4.478512,12.405255,1.345367,0.420602,-5.051534,0.148253
190,0.515202,-0.004836,-0.029173,0.856559,0.615003,-0.153098,0.086081,0.768715,1.158339,-0.785689,2.165698,-1.172969,-0.256341,1.676233,-0.855650,6.389263,-0.245087,0.354743,-6.083797,-0.237311
191,0.510646,-0.004157,-0.031974,0.859186,0.611927,-0.155085,0.086758,0.770693,1.160542,-0.890238,2.040698,-1.073679,-0.265041,1.766513,-2.723376,0.145097,-1.520689,0.844759,-7.249443,-0.725739
192,0.505947,-0.003549,-0.034744,0.861857,0.608670,-0.156960,0.087249,0.772834,1.169598,-0.959282,2.058796,-0.980846,-0.291244,1.874603,0.455487,-1.884549,-1.181611,0.687983,-7.260577,-0.999189
193,0.501133,-0.003007,-0.037484,0.864553,0.605228,-0.158710,0.087534,0.775144,1.207512,-0.982762,2.174965,-0.871698,-0.321063,1.986620,4.090585,-5.004750,-0.846005,0.751809,-7.953178,-1.508238
194,0.496229,-0.002528,-0.040193,0.867257,0.601594,-0.160324,0.087591,0.777630,1.243550,-0.961459,2.296243,-0.748139,-0.339702,2.114272,7.082546,-4.955020,-0.214504,1.422364,-8.569888,-1.914936
195,0.491265,-0.002104,-0.042869,0.869952,0.597764,-0.161788,0.087397,0.780297,1.245653,-0.952584,2.364378,-0.611924,-0.348984,2.255662,5.446349,-2.060063,-0.022693,1.980871,-8.934446,-2.284138
196,0.486141,-0.001772,-0.045543,0.872691,0.593705,-0.163093,0.086950,0.783170,1.240302,-0.973572,2.421985,-0.471062,-0.350476,2.406786,3.550406,-1.876323,-0.096075,2.330665,-9.228334,-2.394699
197,0.480764,-0.001556,-0.048236,0.875521,0.589397,-0.164245,0.086271,0.786252,1.261536,-1.013947,2.513710,-0.337001,-0.349356,2.565438,2.507041,-4.117396,-0.582535,2.455631,-9.156547,-2.277351
198,0.475167,-0.001441,-0.050930,0.878419,0.584859,-0.165256,0.085375,0.789520,1.292010,-1.050887,2.689201,-0.200706,-0.317714,2.722621,3.666923,-5.370639,-1.033245,3.335079,-9.400161,-2.295024
199,0.469386,-0.001414,-0.053610,0.881363,0.580107,-0.166138,0.084276,0.792951,1.298009,-1.067774,2.878558,-0.082547,-0.285687,2.885373,5.436723,-3.942615,-1.007163,3.379345,-8.828945,-2.084778
200,0.463453,-0.001458,-0.056257,0.884333,0.575158,-0.166904,0.082990,0.796523,1.336186,-1.064870,3.170285,0.016369,-0.254913,3.038500,8.029257,-6.698952,-1.338056,3.122676,-8.171925,-1.947458
201,0.457406,-0.001558,-0.058857,0.887307,0.570031,-0.167565,0.081532,0.800212,1.417767,-1.086326,3.555638,0.096365,-0.232158,3.188716,8.139748,-9.787983,-2.350922,2.927714,-7.276316,-1.702758
202,0.451278,-0.001699,-0.061392,0.890267,0.564741,-0.168133,0.079917,0.803997,1.447054,-1.157084,3.763706,0.172554,-0.209189,3.330799,4.722555,-4.406445,-2.704415,2.854929,-6.740947,-1.741130
203,0.445108,-0.001866,-0.063846,0.893196,0.559309,-0.168621,0.078161,0.807856,1.414045,-1.236749,3.381528,0.232548,-0.188213,3.458856,-1.341569,4.781788,-2.407265,2.767801,-5.911552,-1.713823
204,0.438931,-0.002043,-0.066204,0.896076,0.553751,-0.169042,0.076278,0.811767,1.378092,-1.339273,2.962478,0.291656,-0.173854,3.566519,-3.845592,4.704421,-1.830924,2.516949,-5.633463,-1.802458
205,0.432786,-0.002216,-0.068448,0.898892,0.548088,-0.169407,0.074284,0.815710,1.432381,-1.358441,3.112873,0.344713,-0.172239,3.657192,7.527564,-5.548177,-2.341539,2.073043,-5.146187,-1.819317
206,0.426710,-0.002368,-0.070563,0.901628,0.542338,-0.169730,0.072194,0.819664,1.424080,-1.382572,3.364590,0.398927,-0.172088,3.727140,8.721486,-2.158263,-2.408545,2.015774,-4.879203,-1.875899
207,0.420742,-0.002486,-0.072533,0.904273,0.536520,-0.170024,0.070025,0.823610,1.316608,-1.331049,3.331908,0.452901,-0.165377,3.784329,9.837540,5.745792,-1.279687,1.979808,-4.894247,-1.772686
208,0.414826,-0.002605,-0.074342,0.906855,0.530571,-0.170252,0.067711,0.827601,1.103667,-1.201591,3.047470,0.512535,-0.170939,3.840453,11.162950,13.413762,0.121788,1.646832,-4.781326,-1.799869
209,0.408887,-0.002765,-0.075998,0.909411,0.524423,-0.170377,0.065192,0.831687,0.922269,-1.088206,2.889696,0.568590,-0.182302,3.896833,10.687787,10.838284,-0.533595,1.569948,-4.350485,-1.812830
210,0.402933,-0.002955,-0.077520,0.911936,0.518095,-0.170409,0.062494,0.835843,0.792271,-1.053628,2.917096,0.622513,-0.192471,3.959849,7.913688,7.084215,-1.759061,1.733524,-4.158973,-1.817709
211,0.396971,-0.003166,-0.078926,0.914426,0.511609,-0.170357,0.059643,0.840046,0.738314,-1.026015,2.950861,0.671886,-0.204440,4.007828,7.582970,2.637759,-2.902516,1.645372,-3.730316,-1.760296
212,0.391010,-0.003388,-0.080235,0.916876,0.504984,-0.170232,0.056664,0.844276,0.734355,-1.009637,2.888135,0.722641,-0.211622,4.046220,5.547638,0.253599,-3.914080,1.895243,-3.633179,-1.676561
213,0.385058,-0.003610,-0.081466,0.919283,0.498242,-0.170045,0.053585,0.848509,0.750407,-0.942779,2.806225,0.775053,-0.216515,4.080984,7.605454,-0.622328,-4.136216,2.150155,-3.625921,-1.613172
214,0.379123,-0.003822,-0.082638,0.921641,0.491406,-0.169807,0.050430,0.852727,0.778688,-0.796549,2.867854,0.821304,-0.224291,4.117717,13.347550,-1.767668,-4.098127,2.154725,-3.337694,-1.283290
215,0.373214,-0.004015,-0.083769,0.923947,0.484496,-0.169527,0.047225,0.856909,0.842926,-0.632557,3.061629,0.866424,-0.233673,4.137724,15.347807,-4.624025,-4.435418,2.208208,-3.248673,-1.124172
216,0.367338,-0.004177,-0.084878,0.926197,0.477538,-0.169219,0.043999,0.861038,0.896028,-0.458568,3.367485,0.914585,-0.250557,4.138258,16.673837,-4.293974,-3.846987,2.074858,-3.184186,-0.892613
217,0.361505,-0.004299,-0.085986,0.928387,0.470554,-0.168892,0.040775,0.865096,0.883520,-0.276488,3.401763,0.956249,-0.258565,4.125690,13.755292,1.048672,-2.368712,2.464431,-2.925211,-0.743100
218,0.355721,-0.004370,-0.087109,0.930513,0.463570,-0.168559,0.037582,0.869068,0.819460,-0.076690,3.060188,0.999025,-0.262354,4.109633,9.580755,5.709231,-1.204172,2.694578,-2.543643,-0.682810
219,0.349997,-0.004381,-0.088268,0.932573,-0.456609,0.168231,-0.034445,-0.872938,0.683475,0.210140,2.804471,1.026165,-0.257460,4.107760,13.901221,8.451851,0.534617,3.008372,-1.937518,-0.664865
220,0.344274,-0.004297,-0.089432,0.934590,0.449612,-0.167896,0.031290,0.876744,0.579685,0.440450,2.838562,1.040009,-0.246181,4.107415,14.306801,5.727168,0.546768,3.120529,-1.224792,-0.668677
221,0.338506,-0.004109,-0.090562,0.936587,0.442514,-0.167534,0.028041,0.880527,0.641830,0.390477,2.874108,1.051217,-0.238944,4.116513,-1.773167,-3.694138,-2.033280,3.051126,-1.146030,-0.492309
222,0.332721,-0.003840,-0.091662,0.938552,0.435332,-0.167143,0.024723,0.884273,0.760217,0.212563,2.882988,1.048893,-0.228688,4.128582,-9.203028,-6.546108,-2.683039,3.101327,-0.702986,-0.346211
223,0.326945,-0.003516,-0.092736,0.940476,0.428085,-0.166722,0.021360,0.887970,0.896341,-0.011996,2.864443,1.042232,-0.212372,4.141090,-11.878694,-7.260149,-2.717260,3.288642,-0.429984,-0.332233
224,0.321208,-0.003162,-0.093790,0.942348,0.420791,-0.166272,0.017976,0.891608,0.987760,-0.227226,2.834820,1.028638,-0.196899,4.153318,-11.213883,-4.654517,-1.875377,3.342954,-0.104233,-0.263925
225,0.315535,-0.002804,-0.094826,0.944160,0.413469,-0.165792,0.014595,0.895178,1.028103,-0.352688,2.788101,1.019906,-0.182810,4.172330,-6.235715,-1.635643,-0.839668,3.358513,0.133803,-0.292443
226,0.309957,-0.002465,-0.095850,0.945904,0.406140,-0.165281,0.011242,0.898669,0.999263,-0.387319,2.695904,1.005571,-0.159269,4.193857,-1.786245,2.402333,0.467824,3.749478,0.607756,-0.405492
227,0.304500,-0.002170,-0.096865,0.947572,0.398823,-0.164740,0.007941,0.902074,0.983710,-0.416075,2.575999,0.980659,-0.135968,4.209223,-2.082297,1.714074,0.374352,3.684080,1.214620,-0.458575
228,0.299194,-0.001946,-0.097878,0.949157,0.391539,-0.164169,0.004717,0.905386,0.988221,-0.448368,2.505055,0.950208,-0.113102,4.204953,-1.952523,0.282614,-0.107827,3.595130,1.627228,-0.461742
229,0.294066,-0.001816,-0.098891,0.950654,0.384309,-0.163568,0.001593,0.908598,0.986671,-0.492892,2.531110,0.913826,-0.088534,4.184963,-1.348949,0.282861,-0.135611,3.469547,2.129864,-0.432832
230,0.289146,-0.001806,-0.099911,0.952055,0.377153,-0.162938,-0.001406,0.911704,0.996679,-0.544085,2.610555,0.869235,-0.064887,4.149475,-1.118498,-0.534716,-0.360629,3.344856,2.710470,-0.231527
231,0.284463,-0.001941,-0.100941,0.953356,-0.370093,0.162280,0.004256,-0.914701,0.997437,-0.591795,2.647419,0.836547,-0.036915,4.112702,-1.512098,0.181047,-0.445334,3.851025,2.276454,-0.221637
232,0.280024,-0.002219,-0.102003,0.954556,0.363041,-0.161557,-0.007004,0.917634,0.975672,-0.615043,2.548701,0.808737,0.003468,4.072253,-2.126402,1.884643,-0.088358,4.062791,2.277577,0.001827
