frame_index,LeftUpperLeg_orientation_w,LeftUpperLeg_orientation_x,LeftUpperLeg_orientation_y,LeftUpperLeg_orientation_z,LeftLowerLeg_orientation_w,LeftLowerLeg_orientation_x,LeftLowerLeg_orientation_y,LeftLowerLeg_orientation_z,LeftUpperLeg_angularVelocity_x,LeftUpperLeg_angularVelocity_y,LeftUpperLeg_angularVelocity_z,LeftLowerLeg_angularVelocity_x,LeftLowerLeg_angularVelocity_y,LeftLowerLeg_angularVelocity_z,LeftUpperLeg_acceleration_x,LeftUpperLeg_acceleration_y,LeftUpperLeg_acceleration_z,LeftLowerLeg_acceleration_x,LeftLowerLeg_acceleration_y,LeftLowerLeg_acceleration_z
15685,0.509628,0.530228,-0.560679,0.380495,0.737623,0.066375,-0.208694,0.638712,-0.022623,0.039451,-0.375519,-0.041272,0.013687,-0.413459,0.144369,-0.331547,0.932873,0.362370,0.214355,0.069505
15686,0.509786,0.530095,-0.560868,0.380190,0.738140,0.066407,-0.207964,0.638349,-0.026324,0.034904,-0.380461,-0.036601,0.014461,-0.408543,0.275990,-0.136364,0.692900,0.902025,0.098516,0.113713
15687,0.509948,0.529931,-0.561074,0.379898,0.738657,0.066450,-0.207230,0.637986,-0.027141,0.035001,-0.389700,-0.034683,0.012559,-0.398144,-0.177480,-0.041507,0.344020,1.163905,0.007813,0.275694
15688,0.510117,0.529737,-0.561291,0.379621,0.739174,0.066500,-0.206490,0.637622,-0.023949,0.035622,-0.392861,-0.039667,0.012585,-0.396524,0.151562,0.071337,0.100284,0.742651,0.076079,0.221478
15689,0.510297,0.529520,-0.561511,0.379356,0.739691,0.066554,-0.205744,0.637258,-0.016930,0.040514,-0.394430,-0.042388,0.011052,-0.415527,0.135489,0.003099,-0.211841,0.031944,-0.184555,0.122619
15690,0.510486,0.529283,-0.561735,0.379101,0.740208,0.066612,-0.204991,0.636894,-0.014332,0.044735,-0.386493,-0.040919,0.005579,-0.430001,0.720028,-0.020585,0.125146,-0.025449,-0.248257,0.143737
15691,0.510683,0.529030,-0.561960,0.378856,0.740723,0.066673,-0.204233,0.636532,-0.022133,0.039475,-0.401801,-0.045946,0.003705,-0.435191,-0.441760,-0.396818,0.695779,0.381319,0.015364,0.220506
15692,0.510884,0.528765,-0.562186,0.378617,0.741238,0.066739,-0.203470,0.636170,-0.036964,0.023257,-0.436271,-0.048624,0.005092,-0.426600,-1.418827,-0.668445,0.994606,0.844921,0.081433,-0.085613
15693,0.511090,0.528492,-0.562412,0.378385,0.741751,0.066807,-0.202704,0.635810,-0.040839,0.004926,-0.445545,-0.046225,0.007241,-0.422924,0.204721,-0.266251,0.283019,0.714975,-0.117454,-0.350236
15694,0.511297,0.528215,-0.562638,0.378157,0.742261,0.066879,-0.201935,0.635451,-0.038272,-0.003946,-0.431430,-0.039557,0.008591,-0.436520,1.577312,0.045890,-0.316756,0.403732,-0.309040,-0.362054
15695,0.511505,0.527938,-0.562861,0.377931,0.742769,0.066953,-0.201163,0.635094,-0.026069,0.011301,-0.404073,-0.037679,0.009318,-0.445046,1.850776,0.476855,-1.203260,0.260339,-0.287470,-0.316000
15696,0.511710,0.527664,-0.563082,0.377707,0.743274,0.067030,-0.200391,0.634739,-0.016414,0.030913,-0.384396,-0.041798,0.010986,-0.442333,1.249704,0.301731,-1.001650,0.324082,-0.009197,-0.330599
15697,0.511912,0.527398,-0.563299,0.377482,0.743776,0.067110,-0.199617,0.634387,-0.016349,0.040898,-0.389404,-0.043331,0.013560,-0.444861,-0.190802,-0.280469,-0.434219,0.163454,-0.018077,-0.551632
15698,0.512108,0.527143,-0.563511,0.377255,0.744273,0.067192,-0.198844,0.634038,-0.019094,0.039986,-0.391723,-0.040640,0.012680,-0.447511,0.139603,-0.419219,-0.171503,-0.090210,-0.142921,-0.536745
15699,0.512297,0.526903,-0.563718,0.377025,0.744766,0.067277,-0.198071,0.633691,-0.031747,0.034258,-0.414828,-0.035650,0.015112,-0.439680,-0.880795,-0.962757,0.493774,0.439405,-0.195959,-0.539792
15700,0.512483,0.526671,-0.563919,0.376795,0.745255,0.067365,-0.197297,0.633348,-0.042878,0.024394,-0.443224,-0.034550,0.018293,-0.422613,-1.149651,-0.621876,0.410244,1.086393,-0.140090,-0.587960
15701,0.512670,0.526438,-0.564116,0.376571,0.745741,0.067457,-0.196518,0.633009,-0.036691,0.027675,-0.412994,-0.032829,0.019492,-0.402683,2.136590,0.393855,-0.892176,1.106790,-0.182273,-0.696009
15702,0.512858,0.526205,-0.564309,0.376351,0.746223,0.067553,-0.195735,0.632673,-0.021694,0.030956,-0.379451,-0.038231,0.016393,-0.402034,2.420249,0.447419,-1.588248,0.116511,-0.198996,-0.712605
15703,0.513045,0.525975,-0.564498,0.376134,0.746703,0.067653,-0.194950,0.632339,-0.018717,0.028964,-0.371090,-0.039513,0.018544,-0.429035,0.793889,-0.105875,-0.671912,-0.631282,-0.386660,-0.741976
15704,0.513231,0.525747,-0.564685,0.375918,0.747179,0.067755,-0.194164,0.632008,-0.010026,0.046611,-0.349868,-0.035551,0.025185,-0.440799,1.119601,-0.038196,-1.143901,-0.293201,-0.346108,-0.693848
15705,0.513413,0.525526,-0.564870,0.375701,0.747652,0.067859,-0.193377,0.631678,-0.008997,0.052696,-0.358811,-0.034377,0.022705,-0.433890,-0.503067,-0.486474,-0.699194,0.030595,-0.102894,-0.420727
15706,0.513592,0.525311,-0.565053,0.375483,0.748122,0.067965,-0.192591,0.631349,-0.026281,0.034811,-0.403744,-0.033401,0.024521,-0.424499,-2.310062,-1.042231,0.599747,0.711086,-0.145006,-0.485892
15707,0.513765,0.525104,-0.565235,0.375261,0.748590,0.068072,-0.191807,0.631022,-0.034900,0.023008,-0.419141,-0.029364,0.023646,-0.411959,-0.575091,-0.496144,0.080048,0.843030,-0.308592,-0.652404
15708,0.513932,0.524907,-0.565417,0.375034,0.749056,0.068180,-0.191026,0.630695,-0.036073,0.012955,-0.415522,-0.031579,0.015722,-0.405326,0.760661,-0.318680,-0.464156,0.334022,-0.238760,-0.459277
15709,0.514091,0.524722,-0.565599,0.374800,0.749519,0.068288,-0.190249,0.630368,-0.035387,0.003267,-0.411925,-0.032494,0.008886,-0.408554,0.680719,-0.261851,-0.630151,0.026058,-0.301503,-0.511251
15710,0.514241,0.524550,-0.565782,0.374559,0.749980,0.068395,-0.189477,0.630041,-0.028167,0.006993,-0.387272,-0.032232,0.011041,-0.412145,1.675758,0.183027,-1.194093,0.178847,-0.307009,-0.655277
15711,0.514382,0.524393,-0.565966,0.374308,0.750438,0.068501,-0.188711,0.629713,-0.018009,0.017026,-0.377593,-0.031108,0.016037,-0.421279,0.521324,-0.009297,-1.364329,-0.061093,-0.374544,-0.743998
15712,0.514514,0.524249,-0.566149,0.374050,0.750895,0.068608,-0.187950,0.629384,-0.010844,0.026175,-0.375580,-0.029532,0.016858,-0.430215,0.116739,-0.166772,-1.297252,-0.306784,-0.244822,-0.683953
15713,0.514639,0.524116,-0.566332,0.373789,0.751350,0.068716,-0.187195,0.629055,-0.013898,0.024713,-0.386053,-0.029064,0.015621,-0.434468,-0.621745,-0.488960,-0.582908,-0.255211,-0.128215,-0.687849
15714,0.514756,0.523993,-0.566513,0.373523,0.751802,0.068825,-0.186442,0.628726,-0.019000,0.028379,-0.393377,-0.023625,0.017163,-0.429418,-0.388313,-0.453369,-0.480225,0.363502,-0.197902,-0.616912
15715,0.514868,0.523881,-0.566694,0.373253,0.752251,0.068935,-0.185694,0.628398,-0.018485,0.031666,-0.396172,-0.019321,0.012106,-0.414567,-0.048921,-0.286299,-0.788687,0.511232,-0.311507,-0.619292
15716,0.514973,0.523779,-0.566874,0.372977,0.752699,0.069046,-0.184948,0.628070,-0.018787,0.031535,-0.390429,-0.020798,0.003725,-0.407463,0.583737,-0.387650,-0.653962,0.259911,-0.249043,-0.498055
15717,0.515072,0.523687,-0.567054,0.372697,0.753143,0.069157,-0.184205,0.627743,-0.011325,0.040708,-0.373158,-0.022966,0.001520,-0.407811,1.064565,-0.071559,-1.102484,0.016725,-0.234127,-0.542904
15718,0.515165,0.523604,-0.567234,0.372411,0.753586,0.069268,-0.183463,0.627417,-0.002727,0.043590,-0.357474,-0.027352,0.003071,-0.406108,0.958390,0.013386,-1.145199,-0.024614,-0.184854,-0.594870
15719,0.515252,0.523530,-0.567415,0.372118,0.754026,0.069378,-0.182724,0.627092,0.010364,0.056559,-0.341311,-0.028599,0.004660,-0.403859,0.866309,0.031631,-1.399005,-0.094745,-0.240143,-0.661438
15720,0.515333,0.523465,-0.567597,0.371819,0.754463,0.069488,-0.181986,0.626768,0.015476,0.062771,-0.352009,-0.025281,0.009798,-0.411125,-0.699357,-0.167668,-0.755968,-0.113439,-0.332600,-0.633439
15721,0.515410,0.523408,-0.567781,0.371513,0.754898,0.069596,-0.181248,0.626446,0.020251,0.074601,-0.347531,-0.025767,0.012897,-0.410596,0.061568,-0.151412,-0.641692,0.010470,-0.123207,-0.407729
15722,0.515481,0.523360,-0.567966,0.371200,0.755330,0.069703,-0.180511,0.626126,0.018096,0.081001,-0.333948,-0.023156,0.012566,-0.406410,0.819168,-0.297340,-0.125644,0.026117,-0.172765,-0.320538
15723,0.515547,0.523319,-0.568152,0.370879,0.755759,0.069808,-0.179774,0.625808,0.014003,0.082180,-0.341355,-0.021650,0.011088,-0.400199,-0.448493,-0.312316,0.063091,0.157827,-0.205588,-0.268361
15724,0.515606,0.523290,-0.568341,0.370548,0.756186,0.069911,-0.179039,0.625492,0.003169,0.071321,-0.349037,-0.023247,0.012379,-0.399452,-0.236444,-0.359903,0.624094,0.185688,-0.207752,-0.121255
15725,0.515657,0.523276,-0.568531,0.370206,0.756611,0.070013,-0.178307,0.625176,0.005141,0.077322,-0.336658,-0.027100,0.011792,-0.402610,0.767628,-0.043113,-0.205953,-0.103925,-0.200567,-0.017747
15726,0.515700,0.523274,-0.568722,0.369854,0.757033,0.070114,-0.177577,0.624861,0.009035,0.074073,-0.333490,-0.028359,0.012047,-0.405085,0.319945,-0.165546,-0.301331,-0.222220,-0.040932,-0.041437
15727,0.515737,0.523283,-0.568915,0.369494,0.757453,0.070214,-0.176849,0.624547,0.011235,0.067339,-0.327335,-0.029988,0.014227,-0.407921,0.574522,-0.270519,-0.181072,-0.201952,0.034601,0.123935
15728,0.515768,0.523301,-0.569108,0.369128,0.757871,0.070313,-0.176123,0.624234,0.012412,0.069855,-0.327669,-0.027657,0.011154,-0.400269,-0.082485,-0.224791,-0.026794,0.023411,-0.006679,0.192939
15729,0.515795,0.523326,-0.569302,0.368756,0.758286,0.070412,-0.175397,0.623924,0.011643,0.074390,-0.337047,-0.024662,0.009993,-0.389762,-0.681495,-0.095554,0.187685,0.307616,-0.173761,0.199160
15730,0.515818,0.523355,-0.569496,0.368382,0.758698,0.070509,-0.174671,0.623615,0.006103,0.072005,-0.356320,-0.028114,0.006053,-0.384324,-1.162769,-0.021824,0.622312,0.105521,-0.023329,0.113799
15731,0.515838,0.523388,-0.569692,0.368005,0.759108,0.070606,-0.173945,0.623309,0.007857,0.076428,-0.350301,-0.031159,0.008686,-0.389454,0.302580,0.141819,0.165163,-0.251691,0.062063,0.019071
15732,0.515857,0.523421,-0.569888,0.367627,0.759514,0.070702,-0.173217,0.623005,0.011415,0.074419,-0.339902,-0.029320,0.013318,-0.396413,0.787101,0.100594,-0.105675,-0.324951,0.105670,0.049289
15733,0.515875,0.523454,-0.570084,0.367251,0.759918,0.070798,-0.172488,0.622704,0.013657,0.074518,-0.329600,-0.026019,0.012805,-0.400242,0.626429,-0.066412,-0.068518,-0.361795,0.104649,0.214463
15734,0.515894,0.523484,-0.570280,0.366878,0.760318,0.070893,-0.171756,0.622407,0.016519,0.081084,-0.336440,-0.021410,0.016501,-0.399801,-0.592347,0.041594,-0.028145,-0.025105,0.044516,0.154145
15735,0.515914,0.523508,-0.570477,0.366508,0.760715,0.070987,-0.171021,0.622113,0.015349,0.086506,-0.345978,-0.021989,0.018631,-0.400904,-0.738801,0.086683,0.394841,0.038602,0.085468,0.231561
15736,0.515933,0.523534,-0.570674,0.366136,0.761110,0.071082,-0.170283,0.621822,0.015556,0.086196,-0.355531,-0.024165,0.018666,-0.398470,-0.651148,0.119203,0.359148,-0.005441,0.303560,0.241061
15737,0.515949,0.523567,-0.570874,0.365756,0.761501,0.071179,-0.169543,0.621534,0.014880,0.081126,-0.348140,-0.026831,0.014941,-0.392648,0.544806,0.140589,0.389471,-0.067026,0.378796,0.281286
15738,0.515961,0.523605,-0.571075,0.365369,0.761890,0.071277,-0.168800,0.621249,0.013342,0.083162,-0.345539,-0.024459,0.014042,-0.386188,0.049811,0.072903,0.561990,0.032282,0.269448,0.320231
15739,0.515972,0.523646,-0.571277,0.364980,0.762275,0.071374,-0.168056,0.620966,0.014743,0.088146,-0.340939,-0.027091,0.010285,-0.378218,0.131782,0.084465,0.423695,-0.056860,0.248893,0.395177
15740,0.515981,0.523688,-0.571479,0.364590,0.762658,0.071472,-0.167311,0.620686,0.011815,0.090014,-0.344412,-0.035260,0.002776,-0.373112,-0.323139,0.200431,0.671116,-0.284425,0.456681,0.322593
15741,0.515989,0.523729,-0.571681,0.364203,0.763038,0.071567,-0.166565,0.620409,0.007351,0.080436,-0.350148,-0.039485,0.004782,-0.373678,-0.272777,0.137688,0.713107,-0.079016,0.439228,0.235611
15742,0.515997,0.523767,-0.571883,0.363820,0.763415,0.071660,-0.165818,0.620134,0.005298,0.068939,-0.347477,-0.035444,0.011254,-0.374136,0.378646,0.011366,0.569339,0.164381,0.207041,0.249885
15743,0.516005,0.523800,-0.572084,0.363445,0.763789,0.071750,-0.165072,0.619862,0.002938,0.061073,-0.345924,-0.031374,0.003458,-0.368384,0.275920,0.081663,0.539191,0.016652,0.165669,0.395426
15744,0.516014,0.523826,-0.572284,0.363080,0.764160,0.071836,-0.164327,0.619593,-0.000049,0.066713,-0.349951,-0.037075,0.002545,-0.369966,-0.454525,0.170291,0.596258,0.137952,0.311371,0.422026
15745,0.516024,0.523843,-0.572482,0.362729,0.764528,0.071917,-0.163583,0.619326,0.002249,0.067851,-0.346871,-0.039577,-0.005229,-0.371506,0.060351,0.219989,0.140490,-0.369533,0.294833,0.241761
15746,0.516036,0.523849,-0.572678,0.362393,0.764894,0.071992,-0.162841,0.619062,-0.001175,0.059192,-0.348482,-0.047049,-0.013379,-0.378058,-0.033851,-0.017017,0.303642,-0.570627,0.535731,0.267334
15747,0.516051,0.523842,-0.572872,0.362075,0.765256,0.072061,-0.162101,0.618800,-0.009007,0.042778,-0.353155,-0.050507,-0.018642,-0.378471,-0.094501,-0.049178,0.522284,-0.303924,0.395173,0.091245
15748,0.516069,0.523827,-0.573060,0.361773,0.765613,0.072123,-0.161364,0.618543,-0.013296,0.035335,-0.350950,-0.043495,-0.018240,-0.369351,0.278107,0.041689,0.250041,0.483939,-0.012226,-0.043432
15749,0.516088,0.523809,-0.573243,0.361484,0.765964,0.072178,-0.160630,0.618293,-0.012294,0.034292,-0.345399,-0.043406,-0.020492,-0.355030,0.337474,0.161811,-0.200408,0.485081,0.177202,0.057249
15750,0.516108,0.523786,-0.573421,0.361206,0.766310,0.072228,-0.159900,0.618049,-0.012991,0.037151,-0.349864,-0.045980,-0.025109,-0.348598,-0.436604,0.187332,-0.145376,0.138232,0.083830,-0.161037
15751,0.516129,0.523758,-0.573596,0.360939,0.766652,0.072274,-0.159171,0.617808,-0.019059,0.032758,-0.347018,-0.048704,-0.025929,-0.358475,0.124190,0.061946,0.111778,-0.334894,0.243344,-0.290633
15752,0.516151,0.523722,-0.573770,0.360682,0.766990,0.072315,-0.158443,0.617570,-0.020975,0.031631,-0.339039,-0.052146,-0.026295,-0.365567,0.371091,0.060911,-0.126758,-0.324223,0.243989,-0.213415
15753,0.516174,0.523679,-0.573944,0.360435,0.767328,0.072353,-0.157714,0.617333,-0.026782,0.029542,-0.338276,-0.051295,-0.024363,-0.364919,0.006718,0.095216,0.062925,0.114389,-0.015236,-0.330104
15754,0.516197,0.523626,-0.574121,0.360197,0.767664,0.072388,-0.156985,0.617096,-0.031382,0.032170,-0.338535,-0.050995,-0.025821,-0.360068,-0.203766,0.044053,0.031682,0.166897,0.001007,-0.390209
15755,0.516221,0.523563,-0.574301,0.359968,0.768002,0.072421,-0.156253,0.616858,-0.038185,0.026753,-0.343440,-0.048859,-0.027875,-0.359733,-0.414967,0.060288,0.213330,0.175882,-0.158249,-0.362032
15756,0.516245,0.523488,-0.574486,0.359746,0.768341,0.072453,-0.155519,0.616617,-0.045128,0.015687,-0.350708,-0.050212,-0.028923,-0.362286,-0.387811,-0.137486,0.326108,0.105779,-0.127942,-0.340944
15757,0.516269,0.523400,-0.574677,0.359533,0.768683,0.072485,-0.154780,0.616373,-0.049063,0.006149,-0.354924,-0.054313,-0.033806,-0.365734,-0.227214,-0.111265,0.044200,-0.138002,-0.163298,-0.270120
15758,0.516293,0.523299,-0.574878,0.359327,0.769029,0.072517,-0.154037,0.616123,-0.054997,-0.006211,-0.361884,-0.060689,-0.037494,-0.372736,-0.310886,-0.151260,0.071958,-0.278057,0.024200,-0.289692
15759,0.516317,0.523182,-0.575088,0.359127,0.769381,0.072549,-0.153288,0.615867,-0.060049,-0.020844,-0.372126,-0.063446,-0.033236,-0.378899,-0.528551,-0.010272,-0.096012,0.048388,-0.020903,-0.328807
15760,0.516343,0.523045,-0.575306,0.358938,0.769738,0.072581,-0.152533,0.615604,-0.067124,-0.036569,-0.387566,-0.062862,-0.033266,-0.374686,-0.753627,0.072646,-0.039528,0.278307,-0.134842,-0.459920
15761,0.516374,0.522886,-0.575531,0.358766,0.770100,0.072609,-0.151773,0.615336,-0.074066,-0.053467,-0.399309,-0.062786,-0.026166,-0.371323,-0.517104,-0.009186,-0.007630,0.405827,-0.121965,-0.552052
15762,0.516408,0.522708,-0.575761,0.358606,0.770466,0.072634,-0.151009,0.615063,-0.076149,-0.061805,-0.402420,-0.055579,-0.021993,-0.376519,0.011720,0.073722,-0.215811,0.336433,-0.250414,-0.619821
15763,0.516443,0.522516,-0.575996,0.358458,0.770834,0.072658,-0.150241,0.614787,-0.076868,-0.059166,-0.406562,-0.051463,-0.026075,-0.380854,-0.345033,-0.003629,-0.304348,0.066802,-0.248173,-0.573848
15764,0.516479,0.522312,-0.576237,0.358317,0.771204,0.072680,-0.149470,0.614508,-0.074305,-0.050994,-0.402214,-0.058520,-0.030178,-0.391029,0.141296,0.035340,-0.516180,-0.506847,0.090595,-0.305150
15765,0.516513,0.522099,-0.576482,0.358182,0.771575,0.072702,-0.148697,0.614228,-0.072259,-0.043115,-0.396971,-0.055983,-0.026568,-0.407240,0.214430,-0.013311,-0.605759,-0.388304,0.044472,-0.387939
15766,0.516545,0.521882,-0.576732,0.358050,0.771945,0.072724,-0.147922,0.613947,-0.076421,-0.044720,-0.398778,-0.055328,-0.021038,-0.401378,-0.043349,-0.084526,-0.180253,0.465793,-0.111712,-0.258147
15767,0.516573,0.521664,-0.576987,0.357919,0.772315,0.072747,-0.147147,0.613665,-0.083945,-0.052215,-0.404647,-0.051715,-0.025436,-0.382811,-0.184852,-0.187039,0.050272,0.586139,-0.278813,-0.317437
15768,0.516595,0.521447,-0.577245,0.357785,0.772683,0.072771,-0.146371,0.613385,-0.084362,-0.057244,-0.404407,-0.050867,-0.028980,-0.377298,0.260457,-0.016704,-0.152848,0.311807,-0.176778,-0.199496
15769,0.516611,0.521236,-0.577507,0.357647,0.773048,0.072798,-0.145595,0.613106,-0.083060,-0.053655,-0.402206,-0.051837,-0.025500,-0.380561,0.249829,-0.004876,-0.103891,0.357097,-0.045070,-0.095895
15770,0.516618,0.521034,-0.577773,0.357502,0.773410,0.072827,-0.144821,0.612830,-0.079109,-0.051035,-0.404450,-0.054870,-0.024262,-0.373259,0.005932,0.092471,-0.271774,0.459845,-0.090428,-0.110175
15771,0.516616,0.520844,-0.578042,0.357347,0.773766,0.072860,-0.144049,0.612558,-0.079115,-0.057426,-0.407984,-0.056171,-0.026507,-0.377550,0.069814,-0.007414,-0.108520,-0.251664,-0.013955,-0.161523
15772,0.516606,0.520664,-0.578311,0.357187,0.774119,0.072894,-0.143278,0.612289,-0.077124,-0.062384,-0.397971,-0.056234,-0.024661,-0.392778,0.910324,-0.225731,-0.274496,-0.321638,0.216915,0.012416
15773,0.516591,0.520491,-0.578580,0.357027,0.774469,0.072925,-0.142509,0.612021,-0.071737,-0.060123,-0.397588,-0.048875,-0.024502,-0.392116,0.142915,-0.214397,-0.449519,0.211527,-0.071025,0.024482
15774,0.516570,0.520321,-0.578850,0.356866,0.774817,0.072955,-0.141740,0.611756,-0.068812,-0.055837,-0.397915,-0.047041,-0.024929,-0.377471,0.075947,-0.178383,-0.259458,0.724735,-0.256212,0.188801
15775,0.516544,0.520156,-0.579123,0.356704,0.775163,0.072986,-0.140971,0.611492,-0.069048,-0.056015,-0.405455,-0.046696,-0.029839,-0.369613,-0.297709,-0.220494,0.029315,0.505263,-0.129536,0.108416
15776,0.516512,0.519992,-0.579399,0.356539,0.775507,0.073018,-0.140202,0.611228,-0.070059,-0.062319,-0.408956,-0.047156,-0.035072,-0.370439,0.253682,-0.284373,-0.071728,0.291444,-0.118630,0.077534
15777,0.516475,0.519829,-0.579681,0.356372,0.775850,0.073053,-0.139432,0.610966,-0.070522,-0.075614,-0.410646,-0.049278,-0.039751,-0.370006,0.500028,-0.397176,-0.279225,0.067418,0.037549,-0.027466
15778,0.516433,0.519665,-0.579970,0.356202,0.776191,0.073092,-0.138662,0.610703,-0.070278,-0.085182,-0.414201,-0.047140,-0.036936,-0.372507,0.343050,-0.343748,-0.291529,0.194548,-0.049268,-0.068274
15779,0.516385,0.519500,-0.580268,0.356028,0.776531,0.073136,-0.137890,0.610441,-0.060679,-0.086091,-0.403965,-0.038547,-0.029602,-0.370402,1.029314,-0.242076,-0.961811,0.585422,-0.267348,-0.068838
15780,0.516332,0.519331,-0.580576,0.355849,0.776870,0.073187,-0.137116,0.610177,-0.057534,-0.077499,-0.401415,-0.031417,-0.030622,-0.357669,0.253502,-0.323325,-0.350465,0.601885,-0.384310,0.020157
15781,0.516273,0.519159,-0.580895,0.355665,0.777208,0.073245,-0.136340,0.609914,-0.054174,-0.070173,-0.410897,-0.030810,-0.033370,-0.351149,-0.450464,-0.198250,-0.383874,0.522796,-0.322354,0.068294
15782,0.516209,0.518980,-0.581228,0.355475,0.777546,0.073313,-0.135561,0.609648,-0.052999,-0.067952,-0.412219,-0.030081,-0.034210,-0.354095,0.155462,-0.357150,-0.155561,0.315203,-0.288681,0.010781
15783,0.516139,0.518795,-0.581575,0.355278,0.777883,0.073391,-0.134779,0.609382,-0.054060,-0.073587,-0.410933,-0.028546,-0.037809,-0.355704,0.471018,-0.447916,-0.121668,0.307306,-0.354068,-0.006105
15784,0.516061,0.518599,-0.581942,0.355078,0.778219,0.073479,-0.133995,0.609115,-0.053968,-0.071793,-0.409139,-0.023318,-0.038609,-0.357274,0.442716,-0.581684,-0.108510,0.361259,-0.499064,0.026420
15785,0.515973,0.518391,-0.582329,0.354875,0.778553,0.073575,-0.133207,0.608850,-0.053796,-0.073527,-0.425690,-0.024249,-0.036017,-0.353063,-0.697308,-0.438098,-0.031240,0.675549,-0.437802,0.202457
15786,0.515876,0.518175,-0.582733,0.354669,0.778884,0.073677,-0.132418,0.608586,-0.057155,-0.084134,-0.438335,-0.021780,-0.032217,-0.351550,-0.298480,-0.523300,0.262020,0.780842,-0.598800,0.069278
15787,0.515771,0.517952,-0.583151,0.354459,0.779214,0.073787,-0.131626,0.608322,-0.058098,-0.097267,-0.450475,-0.020233,-0.028400,-0.352228,-0.184813,-0.562605,-0.041315,0.653517,-0.528794,0.129946
15788,0.515661,0.517726,-0.583579,0.354244,0.779543,0.073903,-0.130832,0.608057,-0.059929,-0.113354,-0.463615,-0.018599,-0.027968,-0.356895,-0.079338,-0.561178,0.052676,0.503324,-0.547158,-0.003404
15789,0.515548,0.517500,-0.584013,0.354024,0.779872,0.074026,-0.130037,0.607791,-0.059285,-0.121475,-0.470286,-0.019533,-0.025492,-0.361736,0.155520,-0.535840,-0.102666,0.594453,-0.424964,0.104708
15790,0.515432,0.517277,-0.584450,0.353798,0.780201,0.074154,-0.129241,0.607524,-0.057315,-0.124464,-0.474566,-0.014320,-0.021296,-0.356621,0.180793,-0.555081,-0.180724,0.905461,-0.755133,-0.014183
15791,0.515315,0.517058,-0.584887,0.353565,0.780530,0.074288,-0.128444,0.607253,-0.056564,-0.122769,-0.488357,-0.008492,-0.019786,-0.361630,-0.439390,-0.500708,-0.059036,0.572344,-0.735865,-0.163621
15792,0.515200,0.516848,-0.585320,0.353324,0.780860,0.074427,-0.127646,0.606980,-0.053783,-0.126595,-0.497635,-0.008483,-0.015328,-0.371001,-0.061108,-0.437422,-0.205410,0.405440,-0.564473,-0.107129
15793,0.515087,0.516649,-0.585745,0.353074,0.781192,0.074570,-0.126847,0.606703,-0.054150,-0.122078,-0.487201,-0.003078,-0.010300,-0.381546,1.081503,-0.655860,-0.027796,0.527442,-0.665901,-0.205680
15794,0.514979,0.516464,-0.586159,0.352815,0.781525,0.074718,-0.126049,0.606422,-0.038004,-0.107721,-0.471165,0.000064,-0.008071,-0.381982,1.315210,-0.479474,-1.040568,0.514723,-0.658465,-0.075006
15795,0.514877,0.516296,-0.586559,0.352545,0.781861,0.074870,-0.125250,0.606135,-0.035153,-0.104679,-0.471578,0.004278,-0.004529,-0.382050,0.397638,-0.571534,-0.298336,0.533604,-0.691208,-0.210643
15796,0.514777,0.516139,-0.586953,0.352266,0.782201,0.075029,-0.124451,0.605842,-0.032178,-0.096852,-0.463861,0.005623,-0.002727,-0.387548,0.790213,-0.620791,-0.243398,0.348353,-0.526862,-0.189983
15797,0.514673,0.515987,-0.587350,0.351978,0.782543,0.075195,-0.123649,0.605543,-0.022549,-0.078087,-0.444211,0.002814,-0.004120,-0.383702,1.408277,-0.605827,-0.560118,0.388860,-0.440759,-0.231650
15798,0.514567,0.515842,-0.587748,0.351682,0.782889,0.075368,-0.122846,0.605238,-0.029177,-0.080236,-0.456624,0.003892,-0.003198,-0.380559,-0.332183,-0.611920,0.406067,0.563656,-0.508352,-0.286927
15799,0.514461,0.515703,-0.588145,0.351378,0.783236,0.075548,-0.122041,0.604929,-0.024654,-0.073965,-0.456422,0.003685,0.001585,-0.370573,0.381022,-0.464271,-0.323466,0.855407,-0.546983,-0.345112
15800,0.514355,0.515573,-0.588537,0.351065,0.783584,0.075732,-0.121236,0.604617,-0.027117,-0.070817,-0.438879,0.004075,0.006144,-0.362472,1.532588,-0.769873,0.144288,0.843350,-0.565371,-0.284191
15801,0.514253,0.515452,-0.588923,0.350745,0.783932,0.075920,-0.120431,0.604303,-0.011237,-0.056223,-0.427006,0.005712,0.004349,-0.362552,1.008160,-0.486658,-0.934365,0.438663,-0.516394,-0.375490
15802,0.514155,0.515341,-0.589300,0.350418,0.784280,0.076112,-0.119626,0.603988,-0.015875,-0.052979,-0.424022,0.005298,0.009013,-0.367732,0.472066,-0.676082,0.355935,0.458356,-0.452358,-0.268984
15803,0.514062,0.515242,-0.589666,0.350085,0.784626,0.076306,-0.118821,0.603673,-0.006276,-0.033707,-0.393539,0.003768,0.012511,-0.373311,1.972968,-0.638980,-0.376437,0.410096,-0.495505,-0.226597
15804,0.513977,0.515155,-0.590018,0.349744,0.784969,0.076502,-0.118019,0.603359,-0.002970,-0.023262,-0.373740,-0.000963,0.011706,-0.374590,1.429237,-0.539166,-0.126253,0.242001,-0.257550,-0.230604
