frame_index,LeftUpperLeg_orientation_w,LeftUpperLeg_orientation_x,LeftUpperLeg_orientation_y,LeftUpperLeg_orientation_z,LeftLowerLeg_orientation_w,LeftLowerLeg_orientation_x,LeftLowerLeg_orientation_y,LeftLowerLeg_orientation_z,LeftUpperLeg_angularVelocity_x,LeftUpperLeg_angularVelocity_y,LeftUpperLeg_angularVelocity_z,LeftLowerLeg_angularVelocity_x,LeftLowerLeg_angularVelocity_y,LeftLowerLeg_angularVelocity_z,LeftUpperLeg_acceleration_x,LeftUpperLeg_acceleration_y,LeftUpperLeg_acceleration_z,LeftLowerLeg_acceleration_x,LeftLowerLeg_acceleration_y,LeftLowerLeg_acceleration_z
1841,0.200422,-0.011141,0.004018,0.979638,0.143996,-0.091172,0.033968,0.984784,-0.005749,-0.007988,0.020074,0.004626,0.007873,0.011460,-0.001315,-0.146929,0.032576,0.022931,-0.203890,0.093840
1842,0.200404,-0.011139,0.004063,0.979642,0.143991,-0.091106,0.033994,0.984790,-0.009133,-0.009445,0.015783,0.003950,0.010490,0.005820,0.018203,0.121347,0.043497,0.136528,-0.150707,-0.012256
1843,0.200388,-0.011137,0.004109,0.979645,0.143985,-0.091038,0.034020,0.984796,-0.010694,-0.011089,0.014080,0.004157,0.009075,0.002807,-0.017853,0.017021,0.061268,0.084923,-0.191593,0.052102
1844,0.200372,-0.011134,0.004154,0.979648,0.143981,-0.090968,0.034046,0.984802,-0.008648,-0.013421,0.017298,0.002030,0.011306,-0.001848,-0.067271,-0.232720,0.101916,0.181669,-0.063227,0.036964
1845,0.200357,-0.011133,0.004200,0.979651,0.143980,-0.090894,0.034070,0.984808,-0.009594,-0.015475,0.012816,0.004508,0.013883,-0.005833,-0.018727,-0.037171,0.069007,0.138403,-0.254064,-0.017367
1846,0.200343,-0.011134,0.004246,0.979653,0.143984,-0.090818,0.034094,0.984814,-0.011727,-0.017100,0.008617,0.006965,0.013829,-0.012243,0.046826,-0.001372,0.059543,0.102685,-0.234569,-0.025100
1847,0.200329,-0.011137,0.004293,0.979656,0.143995,-0.090738,0.034117,0.984819,-0.008669,-0.018465,0.009000,0.010162,0.014892,-0.013092,-0.019477,-0.270652,0.102558,0.149826,-0.237967,0.028552
1848,0.200316,-0.011145,0.004339,0.979658,0.144016,-0.090654,0.034141,0.984823,-0.011800,-0.018668,0.004657,0.010613,0.014632,-0.018100,0.061050,0.065471,0.017280,0.175250,-0.180569,0.043291
1849,0.200304,-0.011157,0.004386,0.979660,0.144048,-0.090567,0.034164,0.984825,-0.011805,-0.022616,0.005041,0.010778,0.014543,-0.022775,-0.206086,-0.099362,0.011187,0.160682,-0.119392,0.025426
1850,0.200292,-0.011175,0.004434,0.979662,0.144093,-0.090476,0.034187,0.984826,-0.016252,-0.024630,0.008374,0.012426,0.016814,-0.027954,-0.089023,0.228156,0.036044,0.216917,-0.116749,0.004265
1851,-0.200281,0.011200,-0.004482,-0.979664,0.144153,-0.090380,0.034211,0.984825,-0.017698,-0.028258,0.012746,0.015655,0.019440,-0.031579,-0.206880,0.106991,-0.040375,0.287236,-0.129210,0.048489
1852,0.200269,-0.011230,0.004530,0.979666,0.144225,-0.090281,0.034235,0.984823,-0.017541,-0.028044,0.016863,0.016241,0.018806,-0.036993,0.103685,-0.013996,0.035042,0.177105,-0.042479,0.053364
1853,0.200255,-0.011265,0.004579,0.979668,0.144303,-0.090181,0.034259,0.984820,-0.013847,-0.033911,0.020152,0.015226,0.022647,-0.042494,-0.303364,-0.191704,0.040164,0.379352,0.029538,0.046780
1854,0.200240,-0.011304,0.004628,0.979671,0.144390,-0.090079,0.034284,0.984816,-0.010552,-0.037559,0.019364,0.017255,0.021422,-0.053152,-0.140962,-0.199370,0.079526,0.129916,-0.019395,0.087925
1855,0.200225,-0.011347,0.004678,0.979673,0.144485,-0.089974,0.034309,0.984811,-0.002791,-0.040968,0.019095,0.021857,0.024363,-0.060443,-0.108182,-0.540070,0.177668,0.367929,-0.207547,0.056174
1856,0.200211,-0.011394,0.004728,0.979675,0.144589,-0.089865,0.034334,0.984804,-0.000776,-0.043637,0.017463,0.019988,0.023082,-0.064113,-0.009816,-0.137868,0.142543,0.181299,0.007314,0.130788
1857,0.200198,-0.011444,0.004778,0.979677,0.144703,-0.089752,0.034358,0.984797,-0.001525,-0.044926,0.011715,0.019765,0.023922,-0.069110,0.038652,0.023208,0.084288,0.194416,-0.066332,0.135898
1858,0.200187,-0.011498,0.004829,0.979678,0.144828,-0.089635,0.034382,0.984789,-0.001374,-0.047600,0.008851,0.020936,0.025057,-0.073637,0.001121,-0.023963,0.125145,0.205069,-0.112127,0.133575
1859,0.200179,-0.011556,0.004880,0.979679,0.144964,-0.089511,0.034404,0.984779,-0.006225,-0.048919,0.008088,0.022866,0.027795,-0.075141,0.068927,0.309137,0.071797,0.248702,-0.278810,0.121705
1860,0.200175,-0.011616,0.004931,0.979679,0.145112,-0.089381,0.034425,0.984768,-0.008531,-0.050211,0.002943,0.026786,0.029589,-0.074466,0.111411,0.123251,0.095265,0.276040,-0.324626,0.110453
1861,0.200176,-0.011680,0.004982,0.979678,0.145272,-0.089244,0.034445,0.984756,-0.008996,-0.052406,0.003303,0.031155,0.029152,-0.072309,0.001786,0.031794,0.116801,0.147798,-0.398305,0.008401
1862,0.200181,-0.011746,0.005034,0.979676,0.145447,-0.089099,0.034463,0.984743,-0.011181,-0.053518,0.003118,0.031359,0.033631,-0.068337,0.135390,0.110520,0.044869,0.348040,-0.169719,0.042262
1863,-0.200193,0.011815,-0.005085,-0.979672,0.145635,-0.088945,0.034479,0.984729,-0.011632,-0.056324,0.003153,0.033749,0.031524,-0.070268,0.001692,0.054582,0.011092,0.120589,-0.263138,-0.014452
1864,0.200206,-0.011885,0.005138,0.979668,0.145837,-0.088783,0.034493,0.984713,-0.011683,-0.058925,0.008654,0.037881,0.037474,-0.070797,0.022707,0.025614,-0.036754,0.423181,-0.229279,0.009175
1865,0.200216,-0.011957,0.005192,0.979665,0.146052,-0.088615,0.034505,0.984696,-0.008591,-0.063320,0.005774,0.037430,0.038586,-0.073556,-0.093840,-0.214398,-0.024610,0.370168,-0.040547,0.001118
1866,0.200227,-0.012031,0.005246,0.979662,0.146281,-0.088440,0.034516,0.984677,-0.009322,-0.066736,0.000128,0.038391,0.041432,-0.081892,0.055348,0.002557,0.014758,0.418606,-0.088550,-0.001625
1867,0.200238,-0.012108,0.005301,0.979658,0.146522,-0.088259,0.034526,0.984657,-0.011364,-0.070178,-0.002666,0.038326,0.042211,-0.093431,0.006334,0.168997,0.074824,0.401657,-0.016444,0.047369
1868,0.200254,-0.012188,0.005357,0.979654,0.146774,-0.088071,0.034534,0.984636,-0.015434,-0.075952,-0.006057,0.038119,0.041979,-0.107366,-0.176801,0.258275,0.044893,0.365882,0.007458,0.102955
1869,0.200275,-0.012271,0.005412,0.979648,0.147039,-0.087877,0.034541,0.984614,-0.020031,-0.081614,-0.010327,0.035704,0.045404,-0.125216,-0.218030,0.236848,0.071343,0.557010,0.066473,0.170400
1870,0.200304,-0.012359,0.005467,0.979641,0.147314,-0.087677,0.034547,0.984590,-0.019584,-0.085299,-0.010096,0.036485,0.042166,-0.140731,-0.211563,-0.063301,0.083103,0.341417,-0.037989,0.167512
1871,0.200343,-0.012452,0.005521,0.979631,0.147600,-0.087470,0.034553,0.984566,-0.019674,-0.085684,-0.009580,0.038042,0.045955,-0.160188,0.016696,-0.014767,0.007972,0.531322,-0.155999,0.135404
1872,0.200394,-0.012549,0.005575,0.979619,0.147896,-0.087257,0.034557,0.984540,-0.020996,-0.088252,-0.010571,0.040973,0.045337,-0.175888,-0.148202,0.018752,-0.015229,0.357114,-0.290997,0.106180
1873,0.200459,-0.012653,0.005627,0.979604,0.148202,-0.087039,0.034561,0.984513,-0.018992,-0.096548,-0.017062,0.043718,0.047779,-0.188472,-0.527407,-0.111667,0.111504,0.428931,-0.354859,0.131865
1874,0.200539,-0.012763,0.005678,0.979586,0.148517,-0.086814,0.034565,0.984485,-0.017396,-0.102377,-0.025071,0.046730,0.052879,-0.195745,-0.333657,-0.160541,0.023191,0.501587,-0.350458,0.001915
1875,-0.200638,0.012880,-0.005727,-0.979564,0.148841,-0.086583,0.034568,0.984457,-0.012963,-0.105403,-0.035351,0.050288,0.056624,-0.200265,-0.132438,-0.353707,0.035983,0.352207,-0.405615,0.018311
1876,0.200759,-0.013006,0.005772,0.979537,0.149181,-0.086342,0.034569,0.984426,-0.008538,-0.113138,-0.056045,0.051757,0.059598,-0.201468,-0.357194,-0.414500,0.111919,0.332175,-0.335942,0.021666
1877,0.200902,-0.013142,0.005812,0.979506,0.149543,-0.086088,0.034567,0.984394,-0.007208,-0.116161,-0.071103,0.050846,0.065892,-0.201142,-0.047591,-0.217439,0.010224,0.402095,-0.154063,-0.012625
1878,0.201063,-0.013287,0.005850,0.979471,0.149922,-0.085824,0.034563,0.984359,-0.007340,-0.122296,-0.074560,0.053038,0.065977,-0.198484,-0.356758,-0.068716,0.010689,0.202028,-0.254905,-0.015109
1879,0.201239,-0.013438,0.005885,0.979432,0.150314,-0.085551,0.034557,0.984323,-0.009136,-0.125923,-0.078990,0.053734,0.066263,-0.196357,-0.150440,0.153653,0.023182,0.265244,-0.146511,0.088956
1880,0.201428,-0.013595,0.005919,0.979391,0.150717,-0.085271,0.034551,0.984286,-0.010571,-0.131196,-0.078242,0.053413,0.064539,-0.193474,-0.264631,0.112419,0.037523,0.048067,-0.067950,0.016291
1881,0.201625,-0.013755,0.005953,0.979348,0.151127,-0.084988,0.034545,0.984248,-0.017155,-0.133775,-0.075836,0.052526,0.064539,-0.193642,-0.165442,0.481513,0.026859,0.102551,-0.010407,0.126584
1882,0.201827,-0.013918,0.005989,0.979304,0.151539,-0.084704,0.034539,0.984209,-0.023769,-0.136255,-0.079418,0.053575,0.064868,-0.197071,-0.084558,0.468756,-0.028414,0.086205,-0.043757,0.050069
1883,0.202031,-0.014081,0.006028,0.979259,0.151950,-0.084420,0.034535,0.984171,-0.025470,-0.142701,-0.082154,0.050855,0.065311,-0.193493,-0.366590,0.143600,0.089560,0.080278,0.134977,0.037672
1884,0.202234,-0.014244,0.006070,0.979215,0.152357,-0.084139,0.034533,0.984132,-0.026635,-0.142237,-0.088835,0.050801,0.065532,-0.195299,0.017093,0.068726,-0.039020,-0.043531,0.026601,0.105172
1885,0.202431,-0.014404,0.006118,0.979171,0.152755,-0.083863,0.034534,0.984094,-0.030440,-0.141127,-0.096414,0.049348,0.067505,-0.192086,0.107931,0.192950,-0.062992,0.053449,0.105885,-0.030140
1886,0.202621,-0.014561,0.006173,0.979129,0.153140,-0.083595,0.034538,0.984056,-0.029082,-0.138828,-0.102983,0.053411,0.068138,-0.188502,0.215720,-0.177207,-0.015888,-0.176169,-0.101100,-0.086824
1887,-0.202799,0.014712,-0.006235,-0.979090,0.153510,-0.083337,0.034547,0.984020,-0.029489,-0.138313,-0.102957,0.055443,0.069654,-0.186675,-0.021794,-0.017320,-0.104261,-0.116333,0.035630,-0.110412
1888,0.202974,-0.014865,0.006306,0.979051,0.153872,-0.083084,0.034561,0.983985,-0.031646,-0.135693,-0.103083,0.056520,0.071120,-0.181197,0.074790,0.136806,-0.133838,-0.111008,0.088799,-0.053962
1889,0.203153,-0.015024,0.006387,0.979011,0.154235,-0.082832,0.034579,0.983949,-0.028610,-0.132343,-0.099286,0.054069,0.066081,-0.178868,0.047097,-0.218856,-0.110467,-0.381982,0.203897,0.018051
1890,0.203334,-0.015188,0.006475,0.978970,0.154597,-0.082580,0.034600,0.983912,-0.025618,-0.131109,-0.096861,0.052983,0.062155,-0.176124,-0.056623,-0.196715,-0.024964,-0.399651,0.140445,0.023857
1891,0.203516,-0.015354,0.006569,0.978929,0.154957,-0.082331,0.034624,0.983876,-0.022645,-0.129160,-0.093799,0.050106,0.059008,-0.170121,-0.113568,-0.202184,0.000281,-0.355003,0.343673,0.036492
1892,0.203696,-0.015520,0.006667,0.978888,0.155311,-0.082084,0.034650,0.983839,-0.020000,-0.130088,-0.089388,0.047833,0.056293,-0.165243,-0.352233,-0.133226,0.006408,-0.398421,0.284338,-0.011304
1893,0.203873,-0.015681,0.006767,0.978848,0.155659,-0.081842,0.034677,0.983804,-0.018933,-0.128972,-0.081570,0.050727,0.054767,-0.167580,-0.252669,-0.016734,-0.017555,-0.370441,0.111366,-0.019753
1894,0.204045,-0.015837,0.006868,0.978809,0.155998,-0.081605,0.034706,0.983769,-0.018979,-0.128001,-0.071811,0.049284,0.051721,-0.164271,-0.320917,0.105311,-0.031122,-0.487204,0.288996,-0.022247
1895,0.204209,-0.015984,0.006967,0.978772,0.156327,-0.081373,0.034735,0.983735,-0.016101,-0.123894,-0.062439,0.048168,0.051107,-0.165433,-0.095484,-0.059576,0.058748,-0.394618,0.204281,-0.060833
1896,0.204364,-0.016120,0.007064,0.978737,0.156644,-0.081149,0.034764,0.983702,-0.018003,-0.122256,-0.055810,0.046847,0.048318,-0.165049,-0.251005,0.290557,-0.033142,-0.485537,0.243684,-0.132485
1897,0.204507,-0.016243,0.007156,0.978704,0.156947,-0.080932,0.034791,0.983670,-0.020704,-0.116316,-0.048022,0.042805,0.045146,-0.165830,0.109838,0.436831,-0.069872,-0.532270,0.281491,-0.046351
1898,0.204638,-0.016348,0.007241,0.978674,0.157233,-0.080725,0.034817,0.983641,-0.021646,-0.109530,-0.046061,0.040229,0.040160,-0.160752,0.241815,0.242562,0.001319,-0.659576,0.249777,-0.112401
1899,-0.204753,0.016435,-0.007319,-0.978648,0.157501,-0.080527,0.034841,0.983613,-0.025868,-0.101950,-0.036370,0.037869,0.041690,-0.151545,0.138837,0.478115,-0.189364,-0.440970,0.245112,-0.117030
1900,0.204860,-0.016505,0.007389,0.978624,0.157759,-0.080339,0.034862,0.983586,-0.025125,-0.094833,-0.031478,0.037565,0.034969,-0.140780,0.136543,0.124151,-0.085610,-0.706294,0.199559,-0.059603
1901,0.204965,-0.016561,0.007454,0.978601,0.158014,-0.080158,0.034881,0.983560,-0.028578,-0.086370,-0.029946,0.036363,0.031310,-0.131219,0.314123,0.349535,-0.181602,-0.686352,0.220543,-0.180310
1902,0.205065,-0.016605,0.007514,0.978579,0.158261,-0.079985,0.034897,0.983533,-0.028331,-0.080091,-0.028031,0.032053,0.027266,-0.120643,0.113823,0.061689,-0.104154,-0.620408,0.310631,-0.110433
1903,0.205159,-0.016638,0.007570,0.978558,0.158500,-0.079819,0.034912,0.983508,-0.026093,-0.075992,-0.028355,0.032317,0.023835,-0.112084,0.015635,-0.144710,-0.147665,-0.659208,0.121257,-0.164072
1904,0.205243,-0.016659,0.007624,0.978540,0.158726,-0.079661,0.034927,0.983484,-0.021346,-0.073715,-0.027795,0.029689,0.023086,-0.108080,-0.130576,-0.234378,-0.043106,-0.522323,0.251998,-0.114904
1905,0.205316,-0.016670,0.007675,0.978524,0.158937,-0.079509,0.034942,0.983462,-0.019435,-0.069295,-0.024999,0.028828,0.018129,-0.099942,0.048824,-0.139245,-0.017834,-0.653410,0.197521,-0.114516
1906,0.205374,-0.016670,0.007726,0.978511,0.159129,-0.079363,0.034958,0.983442,-0.013935,-0.066395,-0.021944,0.027941,0.013662,-0.095882,-0.129992,-0.365867,-0.002378,-0.643318,0.195822,-0.114749
1907,0.205416,-0.016661,0.007776,0.978502,0.159301,-0.079224,0.034977,0.983424,-0.007489,-0.065022,-0.013738,0.025393,0.010870,-0.087807,-0.201113,-0.326812,0.057413,-0.525795,0.312420,-0.011657
1908,0.205439,-0.016643,0.007826,0.978497,0.159450,-0.079090,0.034999,0.983410,-0.005383,-0.062965,-0.008942,0.023764,0.008295,-0.082038,-0.086473,-0.024663,0.034949,-0.467291,0.300441,-0.021357
1909,0.205440,-0.016617,0.007878,0.978497,0.159571,-0.078962,0.035025,0.983400,-0.006536,-0.060197,0.001192,0.023027,0.007696,-0.073317,-0.107506,0.115079,0.036670,-0.410025,0.171345,0.075922
1910,0.205418,-0.016584,0.007931,0.978502,0.159663,-0.078839,0.035056,0.983394,-0.003344,-0.057424,0.011696,0.016763,0.003737,-0.064341,-0.131393,-0.094938,0.150617,-0.538825,0.423506,0.123053
1911,-0.205369,0.016543,-0.007988,-0.978512,0.159723,-0.078721,0.035092,0.983392,-0.003566,-0.056184,0.021514,0.012367,0.002568,-0.052798,-0.125656,0.131559,0.096222,-0.424324,0.294083,0.081757
1912,0.205301,-0.016492,0.008047,0.978527,0.159747,-0.078609,0.035135,0.983396,-0.003184,-0.050883,0.036911,0.009293,-0.003351,-0.038310,0.041905,0.160338,0.079598,-0.608164,0.183070,0.110456
1913,0.205221,-0.016431,0.008108,0.978544,0.159735,-0.078504,0.035185,0.983404,-0.005041,-0.046817,0.053048,0.008410,-0.004906,-0.023209,-0.003989,0.265362,0.067799,-0.466753,0.092589,0.048633
1914,0.205127,-0.016358,0.008170,0.978565,0.159691,-0.078405,0.035239,0.983417,-0.004209,-0.042109,0.067685,0.005002,-0.010472,-0.008582,0.166717,0.107396,0.007696,-0.621244,0.185869,-0.072743
1915,0.205015,-0.016276,0.008233,0.978589,0.159620,-0.078313,0.035298,0.983434,-0.005420,-0.038672,0.078439,0.003972,-0.010401,0.011808,0.101970,0.194737,-0.081979,-0.408935,0.062254,-0.062621
1916,0.204885,-0.016186,0.008296,0.978617,0.159525,-0.078227,0.035360,0.983454,-0.007092,-0.035616,0.088649,0.003525,-0.010029,0.030622,0.084974,0.140957,-0.102812,-0.349059,0.021368,-0.182054
1917,0.204733,-0.016087,0.008359,0.978650,0.159411,-0.078146,0.035424,0.983477,-0.004443,-0.029102,0.096331,0.002164,-0.009363,0.050325,0.349675,-0.135941,-0.131878,-0.315991,0.020609,-0.107653
1918,0.204558,-0.015981,0.008422,0.978688,0.159280,-0.078070,0.035489,0.983502,0.001044,-0.025244,0.104494,-0.001647,-0.008614,0.064966,0.196848,-0.371221,-0.034489,-0.320387,0.096036,-0.104277
1919,0.204357,-0.015868,0.008485,0.978731,0.159137,-0.077999,0.035553,0.983528,0.003501,-0.019278,0.116436,0.000921,-0.009806,0.077061,0.240098,-0.210353,-0.040935,-0.365904,-0.164862,-0.093215
1920,0.204128,-0.015750,0.008546,0.978780,0.158986,-0.077932,0.035616,0.983556,0.003018,-0.016715,0.128520,0.001515,-0.011665,0.081512,0.098673,-0.024352,-0.027378,-0.384543,0.035022,-0.079729
1921,0.203869,-0.015628,0.008607,0.978836,0.158831,-0.077868,0.035677,0.983583,0.007744,-0.016072,0.140578,0.001777,-0.017556,0.083127,-0.118974,-0.449680,0.041690,-0.387965,0.050612,-0.018849
1922,0.203578,-0.015501,0.008666,0.978898,0.158676,-0.077808,0.035735,0.983611,0.005805,-0.014770,0.149152,0.001153,-0.018720,0.081412,0.016925,-0.054001,0.054765,-0.291312,0.097230,0.096484
1923,-0.203251,0.015372,-0.008723,-0.978967,0.158524,-0.077751,0.035788,0.983638,0.003642,-0.005757,0.158599,0.001706,-0.021922,0.079971,0.505128,-0.033979,0.015166,-0.323409,0.129944,0.070692
1924,0.202887,-0.015234,0.008779,0.979044,0.158372,-0.077699,0.035838,0.983665,0.004471,-0.004666,0.174529,0.005162,-0.025181,0.073722,0.012825,-0.198366,0.107779,-0.277420,0.049795,0.058357
1925,0.202485,-0.015083,0.008837,0.979129,0.158211,-0.077654,0.035888,0.983693,0.002971,-0.002030,0.190719,0.005315,-0.026846,0.071172,0.068853,-0.005247,0.074346,-0.178318,0.058034,0.097915
1926,0.202049,-0.014922,0.008895,0.979221,0.158042,-0.077614,0.035937,0.983721,0.003053,0.001582,0.210643,0.004921,-0.028404,0.069378,0.172063,-0.011361,0.128494,-0.194788,0.128228,0.080232
1927,0.201581,-0.014754,0.008952,0.979320,0.157864,-0.077580,0.035986,0.983751,0.003045,0.004023,0.226998,0.005698,-0.031203,0.069108,0.151289,-0.091152,0.060927,-0.287591,0.072566,0.088233
1928,0.201086,-0.014580,0.009009,0.979424,0.157679,-0.077549,0.036034,0.983781,0.003191,0.009795,0.242432,0.003186,-0.031139,0.072091,0.470942,-0.096096,0.017424,-0.192481,0.142916,-0.020435
1929,0.200565,-0.014402,0.009064,0.979533,0.157485,-0.077522,0.036079,0.983812,0.004177,0.012763,0.257648,0.002316,-0.032176,0.076923,0.290996,-0.164338,-0.091101,-0.183470,-0.011201,0.015149
1930,0.200023,-0.014224,0.009117,0.979645,0.157284,-0.077498,0.036123,0.983845,0.003311,0.016579,0.279834,0.001799,-0.032168,0.082364,0.240402,-0.049435,-0.134962,-0.108876,-0.164983,-0.059934
1931,0.199462,-0.014047,0.009168,0.979762,0.157074,-0.077475,0.036164,0.983879,0.007100,0.012668,0.301523,-0.000673,-0.031427,0.089078,-0.213680,-0.313198,-0.030086,-0.159016,-0.067888,-0.068092
1932,0.198886,-0.013875,0.009215,0.979881,0.156857,-0.077454,0.036202,0.983914,0.007414,0.011850,0.320984,-0.001218,-0.031258,0.097618,0.046578,-0.143452,-0.074979,-0.133986,-0.251286,-0.088493
1933,0.198297,-0.013708,0.009258,0.980002,0.156631,-0.077432,0.036237,0.983950,0.011417,0.009989,0.337395,-0.001834,-0.031065,0.106327,-0.031970,-0.354367,-0.038122,-0.100538,-0.197850,-0.170070
1934,0.197699,-0.013550,0.009297,0.980125,0.156398,-0.077410,0.036268,0.983988,0.010588,0.009516,0.345959,-0.002458,-0.027224,0.115486,0.116359,-0.176979,-0.055392,0.040865,-0.228347,-0.100840
1935,-0.197095,0.013403,-0.009331,-0.980248,0.156157,-0.077386,0.036295,0.984027,0.008068,0.007385,0.349389,-0.001858,-0.027182,0.121769,0.058661,-0.094143,-0.062949,-0.053403,-0.218856,-0.179878
1936,0.196468,-0.013264,0.009360,0.980376,0.155901,-0.077363,0.036317,0.984069,0.006538,0.007342,0.356184,0.001488,-0.025269,0.126079,0.158006,-0.060140,-0.045938,0.116240,-0.231473,-0.092926
1937,0.195805,-0.013128,0.009385,0.980510,0.155625,-0.077342,0.036336,0.984113,0.003429,0.006632,0.362387,0.001945,-0.022698,0.127967,0.160825,-0.004058,-0.053901,0.155391,-0.192696,-0.071349
1938,0.195111,-0.012994,0.009405,0.980650,0.155332,-0.077325,0.036350,0.984160,-0.000619,0.005512,0.369907,0.002964,-0.025702,0.132515,0.058167,0.159693,-0.122455,0.068077,-0.096730,-0.044276
1939,0.194395,-0.012864,0.009422,0.980794,0.155027,-0.077308,0.036362,0.984209,-0.006338,0.006745,0.377515,0.002374,-0.025468,0.138987,0.227617,0.293330,-0.074344,0.163302,-0.164265,-0.001541
1940,0.193664,-0.012738,0.009436,0.980940,0.154714,-0.077293,0.036370,0.984259,-0.010319,0.010158,0.382820,0.004073,-0.024569,0.140521,0.272408,0.134625,-0.116559,0.232572,-0.225785,-0.014033
1941,0.192924,-0.012617,0.009446,0.981087,0.154398,-0.077278,0.036376,0.984310,-0.010579,0.007788,0.377546,0.007718,-0.022596,0.139713,-0.000793,-0.078173,-0.033212,0.265473,-0.271999,0.036718
1942,0.192182,-0.012500,0.009455,0.981234,0.154082,-0.077262,0.036380,0.984361,-0.008455,0.004603,0.373213,0.008696,-0.021443,0.136598,-0.120933,-0.197806,0.044254,0.235787,-0.188852,0.041668
1943,0.191447,-0.012388,0.009461,0.981379,0.153770,-0.077246,0.036382,0.984411,-0.000805,-0.001126,0.367224,0.007979,-0.019058,0.135232,-0.287916,-0.588289,0.034063,0.298269,-0.202935,0.005643
1944,0.190724,-0.012282,0.009466,0.981521,0.153467,-0.077227,0.036383,0.984459,0.007895,-0.005137,0.357569,0.007571,-0.018644,0.131752,-0.200410,-0.645904,0.085840,0.157040,-0.163666,0.052976
1945,0.190021,-0.012181,0.009469,0.981659,0.153177,-0.077206,0.036383,0.984506,0.013836,-0.012225,0.347105,0.008104,-0.014924,0.127981,-0.448926,-0.444384,0.125582,0.318544,-0.174981,0.038671
1946,0.189345,-0.012087,0.009472,0.981791,0.152904,-0.077182,0.036382,0.984551,0.017529,-0.016073,0.335188,0.011546,-0.014390,0.124121,-0.246363,-0.333585,0.011204,0.214293,-0.289427,-0.015975
1947,-0.188703,0.011999,-0.009474,-0.981915,0.152652,-0.077153,0.036380,0.984592,0.019163,-0.022735,0.327268,0.012768,-0.014512,0.117847,-0.446991,-0.154685,0.080982,0.156735,-0.273130,0.069652
1948,0.188085,-0.011917,0.009477,0.982035,0.152412,-0.077120,0.036378,0.984632,0.019766,-0.026641,0.317385,0.012287,-0.013393,0.114603,-0.269845,-0.111405,0.111501,0.202737,-0.192934,0.125229
1949,0.187478,-0.011840,0.009480,0.982152,0.152176,-0.077081,0.036373,0.984672,0.015198,-0.032099,0.311562,0.015848,-0.014473,0.109963,-0.408352,0.240759,0.070434,0.128563,-0.345928,0.067673
1950,0.186882,-0.011767,0.009483,0.982266,0.151945,-0.077037,0.036366,0.984711,0.011556,-0.032554,0.313710,0.019151,-0.013899,0.104271,-0.185047,0.276123,-0.003955,0.159419,-0.287880,0.046981
1951,0.186298,-0.011700,0.009485,0.982378,0.151720,-0.076991,0.036357,0.984749,0.010097,-0.040925,0.312225,0.022993,-0.016274,0.102233,-0.600899,0.087617,0.005659,0.102146,-0.248447,-0.030616
1952,0.185727,-0.011638,0.009486,0.982487,0.151504,-0.076943,0.036347,0.984787,0.004265,-0.042405,0.305071,0.022963,-0.014026,0.097847,-0.127745,0.394938,-0.128251,0.151084,-0.043751,-0.060797
1953,0.185169,-0.011582,0.009484,0.982593,0.151299,-0.076894,0.036336,0.984823,0.002806,-0.040839,0.292148,0.022976,-0.010518,0.093458,0.124881,0.004791,-0.120473,0.267762,-0.077072,-0.052948
1954,0.184626,-0.011532,0.009479,0.982695,0.151106,-0.076846,0.036324,0.984856,0.001586,-0.044030,0.288422,0.025940,-0.009372,0.090928,-0.310033,0.064408,-0.228527,0.151065,-0.086311,-0.145180
1955,0.184099,-0.011488,0.009471,0.982795,0.150928,-0.076799,0.036312,0.984888,0.000627,-0.043381,0.276385,0.025969,-0.012208,0.081454,-0.003103,-0.006575,-0.191108,-0.009128,0.048252,-0.152376
1956,0.183587,-0.011452,0.009459,0.982891,0.150765,-0.076756,0.036300,0.984917,0.008066,-0.044619,0.266624,0.027822,-0.012716,0.072160,-0.127050,-0.521885,-0.156433,0.086256,-0.081907,-0.195769
1957,0.183093,-0.011422,0.009441,0.982984,0.150620,-0.076716,0.036288,0.984942,0.013855,-0.048977,0.252143,0.029196,-0.015050,0.055939,-0.415068,-0.568722,-0.168265,-0.036651,-0.077493,-0.128642
1958,0.182616,-0.011400,0.009419,0.983073,0.150495,-0.076681,0.036277,0.984965,0.026990,-0.051623,0.230497,0.030421,-0.015597,0.042727,-0.257332,-1.008352,-0.035034,0.060384,0.023429,-0.103055
1959,-0.182158,0.011386,-0.009390,-0.983159,0.150392,-0.076653,0.036266,0.984983,0.030842,-0.052718,0.210732,0.031066,-0.017070,0.029218,-0.100416,-0.404345,-0.105830,-0.003968,-0.032116,-0.073683
1960,0.181720,-0.011381,0.009357,0.983240,0.150307,-0.076632,0.036258,0.984998,0.035924,-0.058255,0.196321,0.031636,-0.017425,0.016963,-0.531973,-0.466342,-0.044330,-0.020690,-0.046707,-0.067410
1961,0.181303,-0.011385,0.009319,0.983317,0.150238,-0.076616,0.036251,0.985010,0.041732,-0.064506,0.183077,0.033850,-0.018031,0.010232,-0.588685,-0.507458,-0.034478,-0.018775,-0.068821,-0.014504
1962,0.180906,-0.011398,0.009278,0.983391,0.150183,-0.076604,0.036244,0.985019,0.043192,-0.068893,0.179313,0.036226,-0.016922,0.003357,-0.481014,-0.104960,-0.040241,-0.039583,-0.042250,-0.028089
