SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z,Status
1333280,0.876565,-0.041827,-0.003090,0.479453,0.002503,0.013183,0.065221,-0.007996,0.003089,-0.007699,0
1349946,0.876558,-0.041808,-0.003095,0.479467,0.016612,-0.050615,0.025265,-0.005358,0.002784,-0.012796,0
1366612,0.876552,-0.041789,-0.003101,0.479480,0.030144,0.077894,0.081656,-0.005605,0.003846,-0.015009,0
1383278,0.876545,-0.041769,-0.003109,0.479493,-0.030940,0.218086,0.012274,-0.009516,0.001847,-0.012698,0
1399944,0.876539,-0.041749,-0.003119,0.479506,0.009396,0.122029,0.066968,-0.008550,-0.000717,-0.011730,0
1416610,0.876534,-0.041727,-0.003130,0.479518,0.113850,0.160417,-0.019548,-0.009940,0.000146,-0.007658,0
1433276,0.876528,-0.041704,-0.003143,0.479530,0.049818,0.088787,-0.043467,-0.010970,0.000606,-0.003566,0
1449942,0.876524,-0.041680,-0.003158,0.479541,0.031080,0.231582,0.038329,-0.013569,0.000717,-0.001638,0
1466608,0.876519,-0.041656,-0.003175,0.479552,0.083173,0.011650,0.050965,-0.011041,0.002042,-0.000750,0
1483274,0.876513,-0.041631,-0.003194,0.479563,-0.014358,0.078691,0.029512,-0.010746,0.001960,-0.000818,0
1499940,0.876508,-0.041607,-0.003216,0.479576,-0.064496,0.151359,0.007257,-0.012860,0.002089,-0.001074,0
1516606,0.876502,-0.041581,-0.003240,0.479588,-0.065925,0.083848,0.019733,-0.012853,0.001460,-0.005211,0
1533272,0.876497,-0.041555,-0.003265,0.479599,-0.073563,0.231638,-0.007656,-0.017459,0.001112,-0.006580,0
1549938,0.876492,-0.041527,-0.003292,0.479610,-0.097921,0.069254,0.022277,-0.017017,0.000255,-0.006630,0
1566604,0.876488,-0.041498,-0.003319,0.479620,-0.170911,0.116341,-0.075421,-0.019334,-0.001225,-0.005338,0
1583270,0.876485,-0.041468,-0.003348,0.479628,-0.114944,-0.114368,0.027917,-0.014912,-0.002488,-0.003618,0
1599936,0.876483,-0.041435,-0.003377,0.479634,-0.037915,0.076546,-0.007073,-0.016407,-0.002340,-0.007246,0
1616602,0.876483,-0.041400,-0.003406,0.479638,-0.232614,0.098964,-0.020826,-0.018782,-0.005197,-0.004150,0
1633268,0.876484,-0.041362,-0.003436,0.479639,-0.079845,0.110998,0.094656,-0.018513,-0.004864,-0.003199,0
1649934,0.876487,-0.041321,-0.003465,0.479636,-0.048327,0.083063,0.108597,-0.017235,-0.005192,-0.001431,0
1666600,0.876493,-0.041276,-0.003495,0.479630,-0.147668,0.113152,0.074214,-0.018618,-0.008552,0.001750,0
1683266,0.876500,-0.041228,-0.003525,0.479620,-0.057001,0.117487,-0.038252,-0.019110,-0.008062,0.002826,0
1699932,0.876510,-0.041176,-0.003556,0.479607,0.035861,0.115977,-0.005553,-0.021708,-0.006530,0.003797,0
1716598,0.876521,-0.041122,-0.003588,0.479591,-0.068116,0.028587,0.010234,-0.021600,-0.007885,0.006574,0
1733264,0.876533,-0.041066,-0.003620,0.479573,0.017763,0.081702,0.029088,-0.021429,-0.006238,0.009944,0
1749930,0.876546,-0.041008,-0.003653,0.479554,-0.058457,0.237357,-0.023685,-0.023789,-0.007100,0.012375,0
1766596,0.876560,-0.040950,-0.003686,0.479533,0.039643,-0.048353,0.053481,-0.019554,-0.005838,0.009984,0
1783262,0.876574,-0.040890,-0.003720,0.479513,-0.093264,0.109795,0.023273,-0.020259,-0.007799,0.012419,0
1799928,0.876588,-0.040831,-0.003754,0.479492,-0.052611,-0.004174,0.039712,-0.021433,-0.009120,0.012802,0
1816594,0.876601,-0.040772,-0.003788,0.479473,-0.016756,0.092248,-0.001468,-0.023290,-0.009730,0.010845,0
1833260,0.876613,-0.040715,-0.003823,0.479455,-0.053905,-0.049678,0.039615,-0.023193,-0.009498,0.010081,0
1849926,0.876624,-0.040659,-0.003859,0.479439,0.003349,-0.052521,-0.002678,-0.022280,-0.009627,0.008476,0
1866592,0.876635,-0.040604,-0.003894,0.479424,0.038445,-0.055802,-0.001912,-0.021258,-0.009061,0.004749,0
