frame_index,T8_orientation_w,T8_orientation_x,T8_orientation_y,T8_orientation_z,T8_angularVelocity_x,T8_angularVelocity_y,T8_angularVelocity_z,T8_acceleration_x,T8_acceleration_y,T8_acceleration_z
12611,0.193314,0.755854,0.239749,-0.577785,-0.463897,-0.290687,0.18881,1.158536,-1.719786,2.262733
12612,0.194505,0.754939,0.238805,-0.578971,-0.433434,-0.22807,0.188117,1.305616,-0.9435,1.682995
12613,0.195575,0.753969,0.237926,-0.580235,-0.431829,-0.16004,0.191239,1.487941,0.085144,1.253855
12614,0.196565,0.752959,0.237107,-0.581545,-0.455823,-0.091113,0.19112,1.422127,0.768853,0.82904
12615,0.197479,0.751911,0.236341,-0.582902,-0.488955,-0.011968,0.182866,1.926427,0.946614,0.510814
12616,0.19832,0.750825,0.235623,-0.584306,-0.515664,0.07814,0.167406,2.396592,0.600431,0.33612
12617,0.199092,0.7497,0.234948,-0.585757,-0.539085,0.173994,0.149657,2.549266,0.348895,0.177356
12618,0.199797,0.748538,0.23431,-0.587257,-0.56394,0.264555,0.120805,2.587394,0.119357,0.177416
12619,0.200438,0.747339,0.233702,-0.588806,-0.572837,0.358273,0.07967,2.747309,-0.672539,0.393741
12620,0.201018,0.746103,0.23312,-0.590404,-0.571881,0.443133,0.037088,2.384078,-1.094211,0.662358
12621,0.201542,0.74483,0.232557,-0.592053,-0.547516,0.524795,0.001785,2.133286,-1.662245,1.006039
12622,0.202011,0.743521,0.232008,-0.593752,-0.5292,0.605918,-0.029009,2.093677,-1.396413,1.145429
12623,0.202429,0.742175,0.231467,-0.595502,-0.523887,0.668237,-0.060939,1.511416,-1.040856,1.386663
12624,0.202798,0.740793,0.230928,-0.597303,-0.504989,0.728529,-0.097238,1.44268,-1.346896,1.547991
12625,0.203094,0.739358,0.230401,-0.599181,-0.476409,0.78586,-0.124778,1.256956,-1.463794,1.865987
12626,0.203296,0.737857,0.229901,-0.601152,-0.448977,0.842109,-0.145633,1.215899,-1.350676,1.891786
12627,0.203415,0.736299,0.229423,-0.603201,-0.428785,0.899675,-0.161711,1.26752,-1.077656,1.812317
12628,0.203464,0.734693,0.228966,-0.605312,-0.409844,0.93598,-0.178376,0.672392,-1.019776,2.092643
12629,0.203456,0.733048,0.228529,-0.607472,-0.374111,0.964827,-0.200458,0.403603,-1.638702,2.210636
12630,0.203401,0.731372,0.228107,-0.609664,-0.326835,0.999652,-0.222508,0.533823,-1.92124,2.263275
12631,0.203312,0.729676,0.2277,-0.611874,-0.304093,1.023784,-0.235279,0.029068,-1.039069,2.091812
12632,0.203202,0.727967,0.227305,-0.614089,-0.291885,1.028111,-0.239653,-0.664665,-0.581937,2.18153
12633,0.203082,0.726256,0.226919,-0.616293,-0.282536,1.011019,-0.230731,-1.507224,-0.308018,2.390746
12634,0.202964,0.724553,0.226542,-0.618472,-0.27617,0.985871,-0.216622,-1.763999,-0.150656,2.231351
12635,0.202862,0.722865,0.22617,-0.620612,-0.262016,0.960323,-0.201744,-1.736825,-0.412896,2.244917
12636,0.202787,0.721205,0.225802,-0.622699,-0.237442,0.95707,-0.201489,-0.787973,-1.08612,1.956432
12637,0.202709,0.719555,0.22546,-0.624753,-0.221633,0.943523,-0.189328,-1.087368,-0.730784,1.90962
12638,0.202598,0.717896,0.225161,-0.626803,-0.210807,0.931775,-0.171501,-1.008503,-0.644891,1.878644
12639,0.202461,0.71623,0.224892,-0.628846,-0.191412,0.911484,-0.15651,-1.147568,-1.019574,2.062043
12640,0.202307,0.71456,0.224645,-0.63088,-0.160908,0.905928,-0.15387,-0.502314,-1.536255,2.008393
12641,0.202143,0.712889,0.224408,-0.632905,-0.151809,0.891684,-0.148006,-0.737402,-0.840866,1.897532
12642,0.201978,0.711218,0.22417,-0.634918,-0.147594,0.889259,-0.15164,-0.351265,-0.779669,1.79463
12643,0.20182,0.709552,0.223921,-0.636918,-0.138622,0.877074,-0.152061,-0.683824,-0.852749,2.14544
12644,0.201678,0.707891,0.223651,-0.638902,-0.141263,0.866824,-0.152488,-0.59853,-0.486051,2.109818
12645,0.201559,0.70624,0.223348,-0.64087,-0.161933,0.858223,-0.155224,-0.51982,0.077884,1.883353
12646,0.201471,0.704601,0.223002,-0.642819,-0.181486,0.848106,-0.1614,-0.46518,-0.016364,2.092427
12647,0.201424,0.702977,0.222603,-0.644748,-0.197909,0.825783,-0.165683,-0.752029,-0.084516,2.380791
12648,0.201424,0.701369,0.222139,-0.646656,-0.232553,0.814449,-0.166563,-0.408886,0.467555,1.840441
12649,0.201458,0.699774,0.221612,-0.648551,-0.264865,0.793931,-0.170095,-0.493337,0.477198,2.093448
12650,0.201504,0.698186,0.221035,-0.650443,-0.303106,0.759342,-0.169005,-0.850828,0.716741,2.221628
12651,0.201568,0.696605,0.220414,-0.652327,-0.350868,0.718303,-0.155956,-1.169046,1.17168,2.218148
12652,0.201651,0.695032,0.219754,-0.654198,-0.397419,0.691235,-0.143178,-0.843242,1.233491,1.848969
12653,0.201759,0.693469,0.219062,-0.656053,-0.429568,0.685776,-0.141718,-0.037101,0.768877,1.424965
12654,0.201893,0.691917,0.218344,-0.657888,-0.462385,0.675054,-0.129006,-0.416755,1.033421,1.435862
12655,0.202058,0.690377,0.217606,-0.659697,-0.494211,0.653798,-0.11395,-0.727015,0.982572,1.452729
12656,0.202256,0.68885,0.216854,-0.661478,-0.515906,0.648014,-0.112967,-0.120992,0.458733,1.179904
12657,0.202492,0.687338,0.216094,-0.663225,-0.513215,0.664731,-0.138609,0.827088,-0.644038,0.883709
12658,0.202768,0.685841,0.215332,-0.664935,-0.5282,0.68055,-0.155459,0.563278,-0.042035,0.536663
12659,0.203088,0.684362,0.214575,-0.666604,-0.540497,0.677891,-0.160084,-0.095575,0.149086,0.872051
12660,0.203455,0.682901,0.213828,-0.668228,-0.559944,0.667622,-0.162542,-0.306834,0.468008,0.862622
12661,0.203891,0.681469,0.213076,-0.669796,-0.558722,0.662244,-0.166922,-0.092505,-0.166392,0.981046
12662,0.204405,0.680071,0.2123,-0.671305,-0.587042,0.638521,-0.163827,-0.65735,0.597512,1.038883
12663,0.204984,0.678701,0.211507,-0.672764,-0.618656,0.610436,-0.154312,-0.771256,0.783015,1.114682
12664,0.205614,0.677353,0.210701,-0.674182,-0.656723,0.560919,-0.126406,-1.74,1.257441,1.553742
12665,0.206281,0.676021,0.209887,-0.675567,-0.721095,0.508746,-0.089961,-1.766505,2.010346,1.408943
12666,0.206972,0.674698,0.209071,-0.67693,-0.801673,0.450935,-0.03566,-2.042518,2.675197,1.360102
12667,0.207674,0.673378,0.208258,-0.678278,-0.836384,0.409713,0.03128,-1.747199,1.939631,1.559031
12668,0.208372,0.672056,0.207454,-0.679621,-0.801833,0.423075,0.05952,0.190692,-0.402767,1.522635
12669,0.209053,0.670724,0.206662,-0.680967,-0.736823,0.474335,0.051996,1.564543,-1.870193,1.130572
12670,0.209703,0.669377,0.20589,-0.682326,-0.681361,0.532968,0.021767,2.184489,-2.170665,0.840103
12671,0.210309,0.668008,0.205141,-0.683705,-0.626455,0.593448,-0.013561,2.391558,-2.071529,0.748589
12672,0.210857,0.666612,0.204421,-0.685113,-0.581472,0.623114,-0.037384,1.640795,-1.706663,1.108008
12673,0.211328,0.665199,0.203749,-0.68654,-0.576297,0.631945,-0.053069,1.008168,-0.662482,0.888983
12674,0.211724,0.663786,0.203129,-0.687967,-0.58218,0.639273,-0.051451,0.599615,0.077558,0.471781
12675,0.212066,0.66237,0.20255,-0.689397,-0.585476,0.692251,-0.05821,1.682876,-0.254496,-0.456861
12676,0.212371,0.660947,0.201997,-0.690829,-0.585444,0.740694,-0.072087,1.49501,-0.520477,-0.388939
12677,0.212659,0.659515,0.201458,-0.692265,-0.579991,0.759194,-0.077392,0.556209,-0.678877,0.200297
12678,0.21295,0.658072,0.200919,-0.693704,-0.583884,0.770982,-0.067179,0.096764,-0.208239,0.027052
12679,0.213261,0.656613,0.200367,-0.695149,-0.586634,0.794521,-0.063032,0.551401,-0.292879,-0.302631
12680,0.213612,0.655137,0.199789,-0.696598,-0.559589,0.790811,-0.084218,0.355766,-1.425335,0.569754
12681,0.214023,0.653641,0.199171,-0.698053,-0.556435,0.775746,-0.088043,-0.005886,-0.626502,0.4142
12682,0.214512,0.652121,0.1985,-0.699515,-0.571647,0.751709,-0.086999,-0.09634,-0.175745,0.372417
12683,0.215097,0.650574,0.197762,-0.700983,-0.61299,0.721212,-0.070281,-0.466378,0.718847,0.194242
12684,0.215799,0.648997,0.196945,-0.702458,-0.656593,0.729076,-0.04577,0.260029,0.909612,-0.489822
12685,0.216624,0.647383,0.196048,-0.703942,-0.718828,0.753916,-0.021952,0.814491,1.315323,-1.055395
12686,0.217556,0.645732,0.195085,-0.705437,-0.795643,0.754406,-0.006781,0.540542,1.349838,-0.831413
12687,0.218579,0.644048,0.194065,-0.70694,-0.88794,0.743752,0.028693,0.062915,2.098533,-0.789166
12688,0.219676,0.642336,0.192996,-0.708449,-0.986505,0.734011,0.073381,-0.066268,2.510819,-0.842995
12689,0.220831,0.640601,0.191886,-0.70996,-1.067354,0.728909,0.109951,0.060374,1.930998,-0.516638
12690,0.222029,0.638848,0.190744,-0.711472,-1.118757,0.740362,0.123328,0.757466,0.96522,-0.270603
12691,0.223252,0.637082,0.18958,-0.712982,-1.159557,0.741931,0.120385,0.720911,0.243741,0.262138
12692,0.224485,0.635309,0.1884,-0.714489,-1.199065,0.745251,0.064061,1.4004,-1.134508,0.299675
12693,0.225712,0.633533,0.187215,-0.715989,-1.215416,0.747445,0.048084,0.72132,-0.422845,0.423041
12694,0.226916,0.63176,0.186033,-0.717482,-1.253113,0.692664,0.152262,-1.847464,2.829442,1.189812
12695,0.228081,0.629995,0.184862,-0.718965,-1.222938,0.685589,0.192463,0.081748,0.424043,1.159923
12696,0.229192,0.628245,0.183712,-0.720437,-1.142282,0.736398,0.13061,2.656667,-2.567124,0.715829
12697,0.230263,0.626504,0.182566,-0.721901,-1.042412,0.828092,0.00852,3.95033,-4.220558,0.155885
12698,0.231318,0.624764,0.181406,-0.723363,-0.993897,0.897645,-0.067721,2.944653,-2.493971,-0.220324
12699,0.232362,0.623023,0.180235,-0.724821,-0.98991,0.919529,-0.094176,1.288445,-0.814376,0.056434
12700,0.233397,0.621281,0.179055,-0.726275,-1.007203,0.921781,-0.081845,0.305261,0.258988,-0.001433
12701,0.234426,0.619537,0.177869,-0.727723,-1.02097,0.897641,-0.066184,-0.261756,0.204744,0.282093
12702,0.235451,0.617791,0.176681,-0.729165,-1.049331,0.863,-0.018406,-0.947497,1.200164,0.137217
12703,0.236475,0.616042,0.175493,-0.730599,-1.080752,0.80578,0.036333,-1.572399,1.464164,0.374543
12704,0.237501,0.614288,0.174307,-0.732025,-1.129852,0.749455,0.091326,-1.633146,1.734439,-0.027257
12705,0.238531,0.612529,0.173128,-0.733442,-1.152977,0.712455,0.121959,-0.900447,0.829725,0.012143
12706,0.239569,0.610765,0.171957,-0.734849,-1.154399,0.681749,0.133777,-0.256952,0.129611,-0.00808
12707,0.240617,0.608995,0.170799,-0.736245,-1.131699,0.665418,0.119798,0.405883,-0.874662,0.17416
12708,0.241678,0.607217,0.169654,-0.737629,-1.091395,0.680184,0.083919,1.334335,-1.577251,-0.094646
12709,0.242752,0.605441,0.168525,-0.738994,-1.075386,0.681372,0.053571,0.969741,-0.98565,0.013769
12710,0.243836,0.603674,0.167408,-0.740335,-1.071229,0.700536,0.040835,1.304451,-0.510403,-0.33508
12711,0.244929,0.60191,0.166302,-0.741658,-1.064178,0.722715,0.037775,1.394283,-0.212421,-0.364326
12712,0.246029,0.600147,0.165203,-0.742968,-1.062072,0.753727,0.036451,1.600332,-0.001778,-0.54318
12713,0.247133,0.598379,0.164111,-0.744269,-1.048379,0.775517,0.015578,1.686603,-0.374674,-0.037823
12714,0.24824,0.596602,0.163023,-0.745565,-1.024183,0.81086,0.001526,1.928608,-0.369724,-0.136324
12715,0.249347,0.594811,0.161936,-0.746862,-0.993095,0.846283,-0.021259,2.150482,-0.759126,0.275488
12716,0.250453,0.593003,0.160849,-0.748163,-0.931497,0.898485,-0.059763,2.841266,-1.342647,0.481448
12717,0.251556,0.591173,0.15976,-0.749474,-0.957768,0.944976,0.00841,0.285292,3.155511,-0.921586
12718,0.252653,0.589317,0.158666,-0.750798,-1.044874,1.006159,0.114673,-0.297765,5.350551,-2.221646
12719,0.253742,0.587429,0.157565,-0.752141,-1.181686,0.990146,0.247672,-1.804014,6.31142,-1.449345
12720,0.254822,0.585505,0.156455,-0.753506,-1.289412,0.879363,0.359068,-3.018481,5.148947,0.816912
12721,0.255901,0.583547,0.155337,-0.75489,-1.234965,0.836429,0.357822,-0.358756,0.149771,1.786445
12722,0.256984,0.581559,0.154213,-0.756285,-1.165529,0.84884,0.322505,0.980382,-0.539147,0.899197
12723,0.25807,0.579543,0.153084,-0.75769,-1.133552,0.862307,0.269297,1.235024,-0.733027,0.456653
12724,0.259155,0.577502,0.151952,-0.759105,-1.249296,0.871454,0.143408,2.992145,-1.472955,-2.02872
12725,0.260236,0.575438,0.150817,-0.760527,-1.212133,0.963911,0.078277,4.399719,-3.022583,-2.486177
12726,0.26131,0.573354,0.14968,-0.761957,-1.116525,0.991838,0.033352,2.640423,-2.924291,-0.910871
12727,0.262374,0.571251,0.148543,-0.763392,-1.081779,1.102054,-0.079208,4.382815,-2.638763,-3.253581
12728,0.263425,0.569132,0.147407,-0.764832,-1.085809,1.158715,-0.191524,3.508362,-2.170287,-2.083954
12729,0.26446,0.566999,0.146272,-0.766275,-1.089168,1.163206,-0.211611,1.337916,-0.31799,-0.884467
12730,0.265475,0.564856,0.145139,-0.767721,-1.044619,1.15822,-0.190695,0.53459,-0.037176,0.16359
12731,0.266469,0.562703,0.144011,-0.769169,-1.060336,1.098714,-0.13443,-1.173654,1.912126,0.812805
12732,0.267437,0.560544,0.142887,-0.770617,-1.13799,1.075376,-0.073679,-0.181982,2.771348,-0.800028
12733,0.268372,0.558379,0.141764,-0.77207,-1.11454,1.11386,-0.107984,2.446619,-1.053239,-0.718123
12734,0.269273,0.556207,0.140638,-0.773529,-1.015522,1.138882,-0.160311,2.650268,-2.464466,0.621864
12735,0.270144,0.554024,0.139511,-0.774994,-0.965248,1.136587,-0.208707,1.759571,-1.377914,0.181016
12736,0.270994,0.55183,0.138383,-0.776464,-0.913777,1.158934,-0.262015,2.012037,-1.173906,-0.238626
12737,0.271826,0.549623,0.137258,-0.777937,-0.978353,1.170399,-0.20806,0.189452,2.724743,-1.413831
12738,0.272649,0.5474,0.136135,-0.779412,-1.067499,1.141941,-0.096893,-1.086633,4.412567,-1.118147
12739,0.273468,0.545159,0.135017,-0.780888,-1.138141,1.096524,0.008575,-1.184399,3.990291,-0.392855
12740,0.27429,0.542899,0.133906,-0.782365,-1.174259,1.048631,0.092259,-0.973945,3.169391,0.298999
12741,0.27512,0.540618,0.132802,-0.78384,-1.192402,1.06569,0.107096,1.14614,1.6222,-0.680562
12742,0.275965,0.538313,0.131708,-0.785312,-1.184594,1.097769,0.062692,2.163256,0.039867,-0.535464
12743,0.276831,0.535983,0.130624,-0.786781,-1.165077,1.125373,0.021013,2.100851,-0.163093,-0.198602
12744,0.277723,0.533625,0.129553,-0.788245,-1.1491,1.149488,0.007563,1.676511,0.405569,-0.483535
12745,0.278647,0.531237,0.128494,-0.789704,-1.132326,1.166676,-0.010344,1.65843,0.086501,-0.425974
12746,0.279597,0.528819,0.127446,-0.79116,-1.135293,1.164756,-0.006476,0.935267,0.644675,-0.481095
12747,0.280568,0.526374,0.126407,-0.792612,-1.157098,1.181738,0.026362,0.608987,1.36419,-1.296183
12748,0.281553,0.523904,0.125377,-0.794061,-1.171333,1.191422,0.06925,0.1669,1.4955,-1.067317
12749,0.282546,0.521413,0.124354,-0.795508,-1.144122,1.209945,0.10608,0.21729,1.401108,-0.74318
12750,0.28354,0.518902,0.123339,-0.796953,-1.126816,1.220593,0.033707,2.199705,-1.367538,-1.041954
12751,0.284531,0.516374,0.122329,-0.798396,-1.137362,1.237308,-0.025261,2.428515,-0.88635,-1.44106
12752,0.285512,0.513832,0.121324,-0.799838,-1.161595,1.230127,-0.001403,0.603614,1.142793,-1.1027
12753,0.286476,0.511279,0.120323,-0.801279,-1.166407,1.218283,0.022175,0.518718,0.955207,-0.888343
12754,0.287418,0.508716,0.119324,-0.80272,-1.156761,1.228963,0.007934,1.547278,0.208589,-1.355028
12755,0.288332,0.506148,0.118328,-0.804162,-1.123122,1.244352,-0.049362,2.347901,-0.927867,-0.83447
12756,0.289211,0.503577,0.117333,-0.805605,-1.10671,1.254815,-0.064619,1.629211,0.303276,-1.027519
12757,0.290059,0.501,0.116339,-0.80705,-1.100708,1.255893,-0.055642,1.144186,0.900115,-1.272325
12758,0.290882,0.498413,0.115345,-0.808497,-1.097046,1.247358,-0.085536,1.527183,0.139941,-0.952665
12759,0.291684,0.495815,0.114352,-0.809946,-1.080377,1.257149,-0.100778,1.617616,0.092735,-0.961787
12760,0.292467,0.493206,0.113363,-0.811394,-1.076436,1.244059,-0.098563,0.825476,0.598332,-0.671956
12761,0.293233,0.490585,0.112378,-0.812842,-1.078869,1.260107,-0.076247,0.98868,0.990164,-1.460493
12762,0.293986,0.487954,0.111398,-0.814287,-1.094711,1.271286,-0.046057,0.90296,1.499204,-1.852043
12763,0.294728,0.48531,0.110424,-0.815731,-1.101363,1.253075,-0.009048,0.427467,1.542083,-1.192498
12764,0.295461,0.482654,0.109457,-0.81717,-1.075031,1.222208,-0.000152,0.703797,0.266542,-0.441247
12765,0.296187,0.479986,0.108499,-0.818605,-1.045308,1.217895,-0.001417,0.84348,0.133884,-0.834411
12766,0.296911,0.477306,0.10755,-0.820034,-1.042571,1.256759,-0.018961,1.424317,0.326225,-2.282142
12767,0.297633,0.474612,0.106612,-0.821457,-1.07208,1.306783,-0.0497,1.939563,0.280865,-3.268335
12768,0.298357,0.471905,0.105685,-0.822873,-1.074585,1.316897,-0.053789,1.305775,0.237945,-2.244051
12769,0.29908,0.469185,0.10477,-0.824281,-1.062178,1.314863,-0.063345,1.30414,0.004422,-1.819313
12770,0.2998,0.46645,0.103866,-0.825685,-1.053729,1.320667,-0.070619,1.450629,0.063164,-2.051964
12771,0.300515,0.463702,0.102971,-0.827084,-1.059992,1.33357,-0.057986,1.164637,0.755029,-2.379845
12772,0.301225,0.460941,0.102085,-0.828478,-1.064659,1.335159,-0.044931,0.858259,0.674237,-2.092047
12773,0.301928,0.458167,0.101207,-0.829867,-1.068246,1.353361,-0.056055,1.644379,0.215697,-2.491119
12774,0.302624,0.455382,0.100337,-0.831251,-1.074796,1.370452,-0.057921,1.464537,0.547405,-2.582961
12775,0.303312,0.452586,0.099475,-0.83263,-1.086107,1.379086,-0.046872,1.216235,0.96322,-2.517699
12776,0.303992,0.44978,0.098619,-0.834003,-1.100665,1.375444,-0.018775,0.856358,1.233061,-2.30623
12777,0.304662,0.446963,0.097769,-0.835372,-1.101027,1.377627,-0.016639,1.251996,0.498961,-2.057549
12778,0.305322,0.444137,0.096925,-0.836735,-1.07962,1.369745,-0.012913,1.171799,0.249811,-1.480293
12779,0.305971,0.441303,0.096086,-0.838094,-1.061828,1.355704,-0.000511,1.01397,0.622863,-1.465969
12780,0.306608,0.43846,0.095251,-0.839447,-1.054559,1.356217,0.009546,1.068845,0.589473,-2.182129
12781,0.307246,0.435604,0.094421,-0.840794,-1.047495,1.349103,0.014448,0.969905,0.649588,-1.946343
12782,0.307895,0.432729,0.093596,-0.842132,-1.038083,1.344121,0.030756,0.67388,0.927202,-1.886454
12783,0.308547,0.429838,0.092777,-0.843464,-1.024073,1.348631,0.015045,1.578929,-0.032008,-1.972401
12784,0.309197,0.426934,0.091964,-0.844788,-1.00603,1.360035,0.002478,1.617145,0.171446,-2.048155
12785,0.309837,0.42402,0.091157,-0.846108,-1.013206,1.358827,0.039252,0.366461,1.717285,-2.344292
12786,0.31046,0.4211,0.090356,-0.847423,-1.009307,1.356845,0.05006,0.749284,0.999852,-2.266138
12787,0.311061,0.418176,0.089562,-0.848734,-0.99997,1.364321,0.030151,1.508616,0.131498,-2.361835
12788,0.311632,0.415251,0.088775,-0.850042,-0.981822,1.375761,-0.002342,1.747657,-0.284629,-2.256614
12789,0.312166,0.412328,0.087995,-0.851349,-0.951838,1.383032,-0.039348,1.885729,-0.613704,-1.982227
12790,0.312658,0.409411,0.087223,-0.852655,-0.933181,1.377573,-0.047137,1.217785,0.069208,-2.050629
12791,0.3131,0.406502,0.086459,-0.853961,-0.917695,1.375594,-0.053296,1.027993,0.241708,-2.320996
12792,0.313486,0.403605,0.085703,-0.855269,-0.907571,1.373637,-0.076672,1.342124,-0.06405,-2.506152
12793,0.313828,0.400707,0.084952,-0.85658,-0.894029,1.363071,-0.092622,1.181477,-0.000687,-2.272917
12794,0.314143,0.397798,0.084204,-0.857893,-0.87499,1.344145,-0.091507,0.733236,0.332011,-2.027348
12795,0.314427,0.394882,0.083462,-0.859208,-0.862843,1.332372,-0.100885,0.994698,0.173915,-2.301496
12796,0.314678,0.391964,0.082725,-0.860522,-0.849879,1.327799,-0.133301,1.578101,-0.241491,-2.508157
12797,0.314893,0.389049,0.081996,-0.861835,-0.830298,1.315678,-0.149166,1.084043,0.24895,-2.094426
12798,0.315069,0.386142,0.081276,-0.863146,-0.813547,1.29896,-0.158139,0.886521,0.593423,-2.007194
12799,0.315203,0.383247,0.080565,-0.864453,-0.803418,1.302635,-0.178127,1.296664,0.227438,-2.521286
12800,0.315292,0.380369,0.079866,-0.865755,-0.781326,1.296052,-0.197803,1.379278,0.136045,-2.211422
12801,0.315335,0.377513,0.079179,-0.867052,-0.760634,1.288644,-0.212384,1.214052,0.256759,-2.173907
12802,0.315327,0.374684,0.078507,-0.868342,-0.745889,1.284985,-0.216019,1.020635,0.702253,-2.455661
12803,0.315268,0.371887,0.077849,-0.869624,-0.732681,1.273842,-0.19741,0.542847,1.096762,-2.128103
12804,0.315153,0.369126,0.077208,-0.870898,-0.719922,1.263344,-0.17469,0.403703,1.185269,-2.108411
12805,0.314982,0.366382,0.076578,-0.872173,-0.698393,1.261637,-0.181956,0.870681,0.294459,-2.256063
12806,0.314757,0.363639,0.075955,-0.873456,-0.680901,1.267141,-0.221813,1.492674,-0.446383,-2.542645
12807,0.31448,0.360904,0.075341,-0.874742,-0.660276,1.282294,-0.288559,2.232858,-1.348055,-2.681004
12808,0.314154,0.358184,0.074738,-0.876028,-0.625747,1.275724,-0.332475,1.669524,-0.818199,-2.007737
12809,0.313781,0.355487,0.074147,-0.87731,-0.601084,1.259709,-0.368368,1.461822,-0.536282,-2.140238
12810,0.313364,0.35282,0.073571,-0.878583,-0.584638,1.248652,-0.406672,1.44133,-0.698525,-2.431457
12811,0.312906,0.350191,0.073012,-0.879844,-0.580161,1.243395,-0.428848,1.061831,-0.403326,-2.76212
12812,0.312409,0.347607,0.072472,-0.881089,-0.580253,1.24498,-0.437427,0.664699,-0.118824,-2.917785
12813,0.311876,0.345076,0.071952,-0.882314,-0.588196,1.261064,-0.439527,0.510803,0.130351,-3.328391
12814,0.31131,0.342606,0.071455,-0.883516,-0.588641,1.266318,-0.410132,-0.074562,0.927188,-2.921785
12815,0.310713,0.340204,0.070983,-0.884692,-0.580952,1.252862,-0.385221,-0.181663,0.904741,-2.238342
12816,0.310089,0.337878,0.070538,-0.885837,-0.551693,1.227735,-0.409079,0.56308,-0.5318,-1.574873
12817,0.309421,0.335632,0.070128,-0.886957,-0.515182,1.19053,-0.434803,0.424296,-0.546888,-1.105607
12818,0.308697,0.33346,0.069755,-0.888057,-0.476724,1.147873,-0.437266,-0.20034,-0.075646,-0.779724
12819,0.307924,0.331356,0.069413,-0.889139,-0.448785,1.121813,-0.439086,-0.297493,-0.038229,-1.268897
12820,0.30711,0.329314,0.069099,-0.890203,-0.422319,1.098564,-0.438849,-0.429632,-0.129548,-1.260804
12821,0.306261,0.327326,0.068805,-0.891251,-0.382154,1.064171,-0.45575,-0.311166,-0.701408,-0.689886
12822,0.305383,0.325385,0.068527,-0.892283,-0.356037,1.031374,-0.46681,-0.560518,-0.474905,-0.844492
12823,0.304485,0.323485,0.068259,-0.893301,-0.339878,1.014139,-0.488296,-0.478952,-0.709337,-1.304147
12824,0.303573,0.321618,0.067996,-0.894305,-0.317421,0.995751,-0.497451,-0.868692,-0.520708,-1.132149
12825,0.302653,0.319779,0.067732,-0.895296,-0.301337,0.964451,-0.519515,-0.641424,-0.907002,-0.716132
12826,0.301733,0.31796,0.067462,-0.896274,-0.289572,0.942261,-0.519954,-1.196368,-0.463715,-1.059082
12827,0.30082,0.316153,0.06718,-0.897241,-0.289912,0.937502,-0.540795,-0.803774,-1.018127,-1.709377
12828,0.29992,0.314353,0.066881,-0.898196,-0.293312,0.931976,-0.545879,-1.133858,-0.704258,-1.588299
12829,0.299019,0.312578,0.066575,-0.899139,-0.314756,0.909104,-0.541124,-1.431028,-0.453311,-1.336642
12830,0.298098,0.310848,0.066275,-0.900066,-0.290274,0.889613,-0.543664,-1.496174,-0.802907,-0.710367
12831,0.297162,0.309158,0.065979,-0.900979,-0.280029,0.872208,-0.543181,-1.560875,-0.603982,-1.127208
12832,0.296216,0.3075,0.065684,-0.901879,-0.286093,0.842858,-0.511392,-2.097,0.269768,-0.693728
12833,0.295263,0.30587,0.065388,-0.902767,-0.301851,0.847172,-0.486193,-1.611344,0.087867,-1.397172
12834,0.294307,0.304261,0.06509,-0.903644,-0.303646,0.843726,-0.515674,-0.89553,-1.147005,-1.138415
12835,0.293352,0.302668,0.064786,-0.904511,-0.310137,0.841653,-0.522269,-1.201924,-0.594459,-1.344682
12836,0.292403,0.301085,0.064476,-0.905368,-0.325645,0.839616,-0.515244,-1.579039,-0.144591,-1.396324
12837,0.291463,0.299505,0.064156,-0.906218,-0.341011,0.849198,-0.516228,-1.410133,-0.136663,-1.504587
12838,0.290536,0.297922,0.063825,-0.90706,-0.349714,0.867377,-0.512382,-1.38683,0.008369,-1.376721
12839,0.289627,0.296332,0.06348,-0.907895,-0.352526,0.884715,-0.507739,-1.285026,0.143454,-1.270834
12840,0.28874,0.294727,0.06312,-0.908725,-0.36676,0.874389,-0.503445,-1.298499,0.216962,-0.49161
12841,0.287855,0.293116,0.062753,-0.909552,-0.367377,0.881949,-0.493909,-1.246239,0.39872,-0.713913
12842,0.286957,0.291509,0.062388,-0.910377,-0.378703,0.896084,-0.496103,-1.04538,0.191215,-1.094789
12843,0.286054,0.289906,0.062022,-0.911197,-0.398231,0.913394,-0.505109,-0.844623,0.120293,-1.174977
12844,0.285152,0.288308,0.06165,-0.912012,-0.416635,0.928508,-0.508854,-0.798754,0.302216,-0.922743
12845,0.28426,0.286713,0.061269,-0.912819,-0.427076,0.941414,-0.50929,-0.863677,0.318675,-0.569308
12846,0.283385,0.285122,0.060875,-0.913615,-0.437392,0.942482,-0.504004,-0.951644,0.472975,-0.187044
12847,0.282534,0.283534,0.060464,-0.9144,-0.445472,0.945887,-0.495445,-0.976029,0.503634,-0.173135
12848,0.281716,0.281949,0.060033,-0.91517,-0.449653,0.941596,-0.482167,-1.057478,0.467738,0.097526
12849,0.280938,0.280367,0.059578,-0.915925,-0.461738,0.931863,-0.458603,-1.218499,0.689378,0.214217
12850,0.280207,0.278787,0.059094,-0.916662,-0.468219,0.922127,-0.437767,-1.288134,0.584494,0.267385
12851,0.279531,0.27721,0.05858,-0.91738,-0.478161,0.917316,-0.418202,-1.319426,0.556339,0.129929
12852,0.278918,0.275635,0.058029,-0.918076,-0.483266,0.907443,-0.407524,-1.188753,0.340284,0.255438
12853,0.278356,0.274066,0.05744,-0.918753,-0.499968,0.897351,-0.392952,-1.2755,0.381372,0.172009
