frame_index,T8_orientation_w,T8_orientation_x,T8_orientation_y,T8_orientation_z,T8_angularVelocity_x,T8_angularVelocity_y,T8_angularVelocity_z,T8_acceleration_x,T8_acceleration_y,T8_acceleration_z
1294,0.899033,0.020724,0.035028,-0.435986,0.129302,0.004178,-0.071426,-0.18901,-0.539419,0.021807
1295,0.89896,0.020898,0.035147,-0.436117,0.123932,0.005476,-0.079121,-0.085978,-0.483309,-0.022014
1296,0.898886,0.021063,0.035266,-0.436253,0.1217,0.009659,-0.081964,-0.170551,-0.542113,0.146033
1297,0.898808,0.021219,0.035384,-0.436397,0.117705,0.010173,-0.081946,-0.18411,-0.633545,0.112952
1298,0.898724,0.021368,0.035501,-0.436553,0.115244,0.010716,-0.086955,-0.046909,-0.531464,0.022235
1299,0.898636,0.021511,0.035616,-0.436718,0.115023,0.014982,-0.086316,-0.282835,-0.541084,0.16338
1300,0.898543,0.021649,0.03573,-0.436893,0.112453,0.012862,-0.089471,-0.044488,-0.480282,0.064044
1301,0.898447,0.021782,0.035843,-0.437073,0.109902,0.015309,-0.090563,-0.163444,-0.620145,0.138501
1302,0.89835,0.021912,0.035954,-0.437259,0.109119,0.013652,-0.092179,-0.095345,-0.473316,0.035783
1303,0.89825,0.022038,0.036065,-0.437448,0.10549,0.018906,-0.094863,-0.157233,-0.50375,0.18
1304,0.89815,0.022162,0.036175,-0.437638,0.102685,0.019107,-0.094181,-0.207967,-0.605353,-0.027146
1305,0.89805,0.022285,0.036284,-0.437827,0.099766,0.022522,-0.091758,-0.239728,-0.620406,0.11439
1306,0.897951,0.022407,0.036393,-0.438015,0.094457,0.022416,-0.092334,-0.148313,-0.542999,-0.129039
1307,0.897854,0.022529,0.036502,-0.438199,0.093711,0.022018,-0.094907,-0.118121,-0.513745,0.012594
1308,0.897759,0.022651,0.036611,-0.438378,0.087748,0.023639,-0.091399,-0.229662,-0.698428,-0.12644
1309,0.897665,0.022768,0.036717,-0.438555,0.084983,0.023313,-0.092669,-0.132357,-0.594329,-0.084444
1310,0.89757,0.022873,0.036819,-0.438737,0.087072,0.020616,-0.091811,-0.178802,-0.528684,-0.042239
1311,0.897473,0.02297,0.036918,-0.438921,0.088195,0.025058,-0.094486,-0.068159,-0.551287,0.092123
1312,0.897376,0.023062,0.037015,-0.439105,0.08803,0.023847,-0.095037,-0.1189,-0.601244,-0.08365
1313,0.89728,0.023153,0.037112,-0.43929,0.08947,0.021151,-0.091948,-0.190219,-0.649262,-0.071712
1314,0.897184,0.023245,0.03721,-0.439473,0.08944,0.022502,-0.089694,-0.135443,-0.790485,-0.05794
1315,0.897089,0.023342,0.037309,-0.439653,0.094196,0.02271,-0.089236,-0.119005,-0.622461,0.054122
1316,0.896996,0.023448,0.037411,-0.439828,0.094831,0.020156,-0.087262,-0.145075,-0.667494,-0.136546
1317,0.896905,0.023565,0.037516,-0.439998,0.093576,0.023745,-0.081953,-0.244297,-0.753568,-0.113273
1318,0.896818,0.023696,0.037627,-0.44016,0.095962,0.025717,-0.075438,-0.259069,-0.715284,-0.134296
1319,0.896733,0.023845,0.037744,-0.440314,0.098205,0.025605,-0.07343,-0.161613,-0.562442,-0.164183
1320,0.896653,0.024016,0.037868,-0.440458,0.097632,0.026635,-0.071534,-0.078934,-0.747626,-0.158618
1321,0.896575,0.024195,0.037992,-0.440596,0.098078,0.025271,-0.066526,-0.077899,-0.649302,-0.245343
1322,0.896499,0.02437,0.038108,-0.440731,0.100996,0.024556,-0.064499,0.039718,-0.639608,-0.101964
1323,0.896424,0.024548,0.038221,-0.440864,0.109897,0.027451,-0.066812,0.094842,-0.464669,0.037181
1324,0.896351,0.024732,0.038334,-0.440991,0.121201,0.02713,-0.065425,0.04459,-0.503838,0.036978
1325,0.896281,0.024928,0.038451,-0.441113,0.128787,0.029336,-0.062969,0.028072,-0.643647,-0.022305
1326,0.896213,0.025139,0.038576,-0.441228,0.140523,0.030245,-0.056922,-0.089953,-0.588647,0.072101
1327,0.896148,0.025372,0.038712,-0.441334,0.154539,0.03346,-0.053261,-0.015646,-0.582277,0.160885
1328,0.896087,0.025631,0.038863,-0.441431,0.163239,0.03435,-0.048605,-0.035046,-0.633245,-0.052257
1329,0.896028,0.02592,0.039032,-0.441518,0.175224,0.039942,-0.043408,-0.106739,-0.500329,0.135618
1330,0.895974,0.026245,0.039224,-0.441592,0.187251,0.046094,-0.03816,-0.021256,-0.538827,0.135015
1331,0.895923,0.02661,0.039442,-0.441653,0.199007,0.049382,-0.030965,-0.057716,-0.540673,0.039855
1332,0.895877,0.02702,0.039689,-0.4417,0.20973,0.052531,-0.025692,0.110793,-0.48442,-0.034416
1333,0.895834,0.027472,0.039954,-0.441736,0.224146,0.05526,-0.021293,0.1325,-0.408507,-0.029364
1334,0.895794,0.027956,0.040225,-0.441762,0.239685,0.05983,-0.016557,0.118966,-0.430409,-0.01253
1335,0.895756,0.028473,0.040507,-0.441779,0.258075,0.064435,-0.012556,0.155097,-0.297153,-0.053251
1336,0.895722,0.029022,0.040803,-0.441786,0.275535,0.068565,-0.009096,0.262944,-0.326444,-0.179707
1337,0.89569,0.029601,0.041117,-0.441782,0.29801,0.072022,-0.007894,0.274415,-0.240458,-0.14557
1338,0.895662,0.03021,0.041454,-0.441767,0.323566,0.079011,-0.002917,0.243313,-0.228748,-0.125866
1339,0.895637,0.030848,0.041819,-0.441739,0.340759,0.083213,0.003948,0.325719,-0.413923,-0.404965
1340,0.895616,0.031514,0.042214,-0.441698,0.353877,0.08574,0.008814,0.416337,-0.347259,-0.655465
1341,0.895598,0.032207,0.042644,-0.441644,0.36733,0.08725,0.018759,0.337352,-0.4988,-0.760876
1342,0.895583,0.032926,0.043114,-0.441574,0.392324,0.093211,0.022805,0.474654,-0.19747,-0.459146
1343,0.895572,0.033671,0.043627,-0.44149,0.409294,0.096116,0.030758,0.506096,-0.303475,-0.802621
1344,0.895565,0.03444,0.044188,-0.441389,0.424417,0.098222,0.03524,0.668989,-0.359396,-0.924928
1345,0.895559,0.035244,0.044803,-0.441276,0.442779,0.106111,0.0391,0.729239,-0.27459,-0.776391
1346,0.895553,0.036091,0.045473,-0.441151,0.458806,0.111859,0.044998,0.803432,-0.283454,-0.874474
1347,0.895548,0.036977,0.04619,-0.441014,0.478826,0.116741,0.049136,0.886358,-0.244024,-0.752159
1348,0.895544,0.037894,0.046948,-0.440865,0.496967,0.119101,0.055053,1.001443,-0.182504,-0.797275
1349,0.895542,0.038839,0.047742,-0.4407,0.503708,0.121745,0.060709,1.092732,-0.356114,-0.887936
1350,0.895544,0.039805,0.048564,-0.440521,0.509171,0.121211,0.065035,1.290809,-0.325118,-0.945447
1351,0.89555,0.040788,0.049409,-0.440325,0.515122,0.119839,0.069221,1.322282,-0.241816,-0.770435
1352,0.895561,0.041782,0.050271,-0.440111,0.526523,0.117411,0.073519,1.368725,-0.131273,-0.518077
1353,0.895579,0.042782,0.051142,-0.439878,0.535545,0.115393,0.08016,1.320016,-0.131648,-0.393617
1354,0.895604,0.043782,0.052017,-0.439625,0.543114,0.116101,0.088382,1.231125,-0.053478,-0.316609
1355,0.895638,0.044777,0.05289,-0.439352,0.55263,0.112125,0.097071,1.318237,-0.005536,-0.143149
1356,0.895682,0.045761,0.053753,-0.439056,0.560836,0.107686,0.109245,1.265865,-0.043888,-0.054024
1357,0.895735,0.046751,0.054626,-0.438737,0.571641,0.101603,0.120919,1.383367,0.07378,0.113965
1358,0.895793,0.047761,0.055527,-0.438395,0.578029,0.095748,0.13352,1.255014,0.041323,0.225969
1359,0.895858,0.048788,0.056448,-0.438031,0.584449,0.090216,0.141849,1.448334,0.202002,0.364152
1360,0.89593,0.049825,0.057386,-0.437647,0.596752,0.081884,0.15265,1.401875,0.236312,0.594718
1361,0.896007,0.050867,0.058334,-0.437243,0.604439,0.075473,0.158208,1.484721,0.325725,0.687413
1362,0.89609,0.05191,0.059285,-0.436822,0.610621,0.068973,0.167985,1.240976,0.317111,0.754068
1363,0.896179,0.052949,0.060236,-0.436385,0.616027,0.06558,0.174905,1.311675,0.309307,0.909813
1364,0.896273,0.053978,0.061178,-0.435933,0.623755,0.061298,0.181574,1.259285,0.334688,1.00094
1365,0.896374,0.054993,0.062108,-0.435467,0.628754,0.057897,0.18821,1.204791,0.370798,0.95962
1366,0.896481,0.055989,0.063019,-0.43499,0.626029,0.058087,0.195846,1.062811,0.271978,0.790153
1367,0.896594,0.056959,0.063905,-0.434501,0.625577,0.053232,0.204427,1.001642,0.202803,0.831233
1368,0.896713,0.057901,0.06476,-0.434004,0.621625,0.052873,0.213246,0.794556,0.172275,0.755844
1369,0.896841,0.058822,0.065588,-0.433492,0.618989,0.052186,0.220198,0.824159,0.152079,0.817215
1370,0.896979,0.059734,0.066397,-0.432958,0.613058,0.056176,0.228922,0.721388,-0.020003,0.808565
1371,0.897125,0.060636,0.067189,-0.432406,0.604989,0.059415,0.238962,0.596961,-0.13288,0.734527
1372,0.89728,0.061526,0.067966,-0.431839,0.592936,0.06443,0.249982,0.547978,-0.294964,0.649215
1373,0.89744,0.062401,0.06873,-0.431258,0.580216,0.065602,0.257863,0.650036,-0.30894,0.586677
1374,0.897606,0.06326,0.069482,-0.430666,0.567794,0.063322,0.268853,0.693331,-0.503663,0.496754
1375,0.897776,0.0641,0.070225,-0.430067,0.555696,0.067141,0.274182,0.7863,-0.395832,0.710432
1376,0.897949,0.06492,0.070961,-0.429462,0.537927,0.068385,0.274863,0.952304,-0.486599,0.444792
1377,0.898123,0.065718,0.071692,-0.428854,0.524054,0.069046,0.280521,0.826147,-0.544187,0.536525
1378,0.898298,0.066491,0.07242,-0.428246,0.506622,0.068213,0.282509,0.971142,-0.547657,0.233914
1379,0.898472,0.067238,0.073147,-0.42764,0.488759,0.06963,0.284262,1.000795,-0.724796,0.321904
1380,0.898644,0.067958,0.073875,-0.427039,0.474122,0.073675,0.283716,1.047158,-0.660217,0.334997
1381,0.898816,0.068646,0.074598,-0.426442,0.455622,0.077704,0.286654,0.955829,-0.769302,0.232501
1382,0.89899,0.069305,0.07531,-0.425843,0.443516,0.084677,0.289815,0.769207,-0.576446,0.326336
1383,0.899166,0.069936,0.076013,-0.425243,0.437497,0.096142,0.287602,0.849229,-0.477955,0.40362
1384,0.899344,0.070542,0.07671,-0.424642,0.428605,0.10237,0.289824,0.780284,-0.586363,0.137899
1385,0.899523,0.071126,0.077401,-0.424037,0.411442,0.110067,0.292015,0.867685,-0.716498,0.018955
1386,0.899705,0.071691,0.078089,-0.42343,0.399265,0.118081,0.295673,0.785814,-0.843318,0.013676
1387,0.899889,0.072238,0.078776,-0.422818,0.389392,0.126387,0.298785,0.672911,-0.718752,-0.021301
1388,0.900075,0.072771,0.079463,-0.422202,0.387623,0.139054,0.300607,0.658751,-0.598982,0.203509
1389,0.900263,0.073293,0.080152,-0.42158,0.384892,0.152389,0.302731,0.633246,-0.591476,0.029908
1390,0.900453,0.073805,0.080846,-0.420952,0.38347,0.164501,0.306537,0.596614,-0.602658,-0.041685
1391,0.900645,0.07431,0.081545,-0.420318,0.375903,0.168134,0.301274,0.945865,-0.511649,-0.347443
1392,0.900839,0.074812,0.082252,-0.419676,0.370734,0.175514,0.300097,0.789396,-0.662963,-0.299819
1393,0.901033,0.075303,0.082966,-0.419029,0.364732,0.176291,0.299787,0.956525,-0.665314,-0.425569
1394,0.901229,0.075777,0.083685,-0.41838,0.359281,0.182594,0.301402,0.915541,-0.797058,-0.354552
1395,0.901425,0.076236,0.084407,-0.417727,0.347581,0.189073,0.311252,0.815692,-0.997694,-0.560811
1396,0.901624,0.076681,0.085132,-0.41707,0.336106,0.189732,0.317658,0.908237,-0.940967,-0.760775
1397,0.901824,0.077115,0.08586,-0.416408,0.324404,0.18883,0.321807,0.999967,-0.80948,-0.914755
1398,0.902026,0.077538,0.086589,-0.415739,0.316543,0.190494,0.330408,0.856666,-0.754878,-0.825838
1399,0.902231,0.077953,0.087319,-0.415063,0.308367,0.194706,0.345763,0.790481,-0.783801,-0.940163
1400,0.90244,0.078362,0.088048,-0.414378,0.304411,0.21362,0.369657,0.474217,-0.998376,-0.525464
1401,0.902651,0.078766,0.088777,-0.413685,0.304233,0.225723,0.388314,0.661164,-0.824683,-0.523739
1402,0.902867,0.079166,0.089504,-0.412981,0.300265,0.232861,0.39653,1.05876,-0.645067,-0.694373
1403,0.903087,0.079565,0.090229,-0.412265,0.299485,0.233631,0.400477,1.229189,-0.411139,-0.81537
1404,0.903311,0.079964,0.090951,-0.411538,0.299554,0.237933,0.402526,1.132905,-0.297934,-0.655685
1405,0.903539,0.080367,0.091683,-0.410795,0.304561,0.240884,0.400471,1.185477,-0.167052,-0.508181
1406,0.903772,0.080774,0.092435,-0.410035,0.310888,0.245949,0.399225,1.18773,-0.12973,-0.508322
1407,0.904007,0.081182,0.0932,-0.40926,0.316875,0.249078,0.400175,1.136697,-0.166064,-0.429506
1408,0.904247,0.081587,0.093971,-0.408474,0.315736,0.247509,0.401899,1.091967,-0.253257,-0.670891
1409,0.904489,0.081988,0.094741,-0.407678,0.315113,0.247325,0.409527,0.974704,-0.346638,-0.626326
1410,0.904735,0.08238,0.095504,-0.406875,0.314533,0.239697,0.413066,1.091892,-0.172542,-0.645491
1411,0.904983,0.082763,0.096252,-0.406068,0.304557,0.233739,0.415626,1.131352,-0.175563,-0.805447
1412,0.905234,0.083131,0.096978,-0.405259,0.295622,0.228033,0.424035,0.994146,-0.217921,-0.595109
1413,0.905488,0.083483,0.097675,-0.404451,0.28455,0.219728,0.427512,1.151395,-0.1392,-0.62643
1414,0.905745,0.083816,0.098337,-0.403646,0.268687,0.208348,0.435902,1.075803,-0.329349,-0.785136
1415,0.906005,0.084127,0.098956,-0.402847,0.255247,0.200932,0.441718,1.068496,-0.192955,-0.539194
1416,0.906267,0.084412,0.099526,-0.402056,0.245932,0.196005,0.445581,1.201193,-0.05973,-0.29279
1417,0.906536,0.08468,0.100052,-0.401263,0.232668,0.184543,0.447258,1.339942,-0.085065,-0.505248
1418,0.906812,0.084937,0.100546,-0.400461,0.221593,0.171865,0.445282,1.394189,-0.015072,-0.476644
1419,0.907094,0.085181,0.10101,-0.399652,0.20855,0.163262,0.444467,1.431851,-0.004366,-0.354426
1420,0.907381,0.085411,0.101444,-0.398841,0.195826,0.1567,0.440391,1.447819,0.040929,-0.30153
1421,0.907671,0.085625,0.101849,-0.398031,0.18254,0.147197,0.434327,1.580729,-0.009766,-0.231489
1422,0.907963,0.08582,0.102227,-0.397225,0.171182,0.136506,0.428752,1.619193,0.042191,-0.289447
1423,0.908256,0.085995,0.102578,-0.396427,0.157899,0.128204,0.417662,1.708276,0.091213,-0.334064
1424,0.908547,0.086148,0.102904,-0.395641,0.146841,0.119864,0.408098,1.673988,0.066834,-0.19595
1425,0.908836,0.086277,0.103206,-0.39487,0.134639,0.111718,0.397546,1.787527,0.157361,-0.301175
1426,0.909121,0.086379,0.103485,-0.394118,0.120492,0.104061,0.387568,1.661962,0.078468,-0.423053
1427,0.9094,0.086454,0.103743,-0.393389,0.107473,0.093801,0.376204,1.785995,0.125469,-0.49954
1428,0.909672,0.086499,0.103979,-0.392686,0.093948,0.092261,0.369214,1.529051,0.021767,-0.266679
1429,0.90994,0.086513,0.104181,-0.392009,0.087587,0.089734,0.362475,1.568087,0.020599,-0.201409
1430,0.910206,0.0865,0.104338,-0.391352,0.072927,0.088146,0.35428,1.619922,0.057653,-0.423967
1431,0.91047,0.08646,0.104457,-0.390715,0.060512,0.083596,0.34789,1.518608,-0.054645,-0.481889
1432,0.910732,0.086394,0.104545,-0.390094,0.048338,0.077544,0.342018,1.640928,-0.039483,-0.47354
1433,0.910992,0.086304,0.104609,-0.38949,0.035485,0.074151,0.334854,1.575879,-0.006553,-0.465381
1434,0.911249,0.086192,0.104656,-0.388899,0.022438,0.071024,0.325167,1.636432,0.049988,-0.463718
1435,0.911505,0.086058,0.104693,-0.38832,0.012281,0.070753,0.317567,1.578154,-0.0002,-0.373512
1436,0.911757,0.085904,0.104726,-0.387752,1.2e-05,0.069076,0.306802,1.694314,0.014683,-0.423822
1437,0.912007,0.085732,0.104763,-0.387192,-0.0111,0.065158,0.296975,1.688286,0.004339,-0.444882
1438,0.912255,0.085541,0.10481,-0.386638,-0.018595,0.068515,0.290087,1.50393,-0.063024,-0.189478
1439,0.912499,0.085335,0.104874,-0.386089,-0.029803,0.065178,0.281995,1.689544,-0.114406,-0.365037
1440,0.91274,0.085115,0.104962,-0.385543,-0.041506,0.062594,0.274978,1.601184,-0.05875,-0.423926
1441,0.912976,0.08488,0.105064,-0.38501,-0.05346,0.057721,0.269561,1.658493,-0.004016,-0.432172
1442,0.913203,0.084629,0.105163,-0.384497,-0.063555,0.060439,0.267542,1.419818,-0.028716,-0.201641
1443,0.913426,0.084362,0.105263,-0.384001,-0.074439,0.063142,0.265657,1.519488,0.126329,-0.205072
1444,0.913644,0.084078,0.105364,-0.383516,-0.082735,0.068049,0.266631,1.407925,0.010408,-0.057217
1445,0.913859,0.083775,0.105469,-0.383041,-0.087749,0.069851,0.265841,1.57461,0.140331,-0.044783
1446,0.914073,0.083452,0.105578,-0.382569,-0.099157,0.067676,0.261022,1.711772,0.168932,-0.210043
1447,0.914288,0.083108,0.105695,-0.382098,-0.107447,0.067493,0.257049,1.753939,0.267126,-0.038743
1448,0.914505,0.082742,0.105821,-0.381624,-0.115119,0.068678,0.258565,1.540071,0.143806,0.055001
1449,0.914725,0.082352,0.105957,-0.381142,-0.122546,0.070879,0.25563,1.640949,0.247208,0.084632
1450,0.914951,0.081939,0.106106,-0.380648,-0.128548,0.067565,0.256086,1.557444,0.249864,0.007666
1451,0.915183,0.0815,0.106269,-0.380138,-0.135,0.068947,0.259944,1.447903,0.256831,0.200302
1452,0.915423,0.081034,0.106447,-0.379609,-0.144986,0.068317,0.263668,1.412538,0.21439,-0.011649
1453,0.915667,0.080545,0.106649,-0.379069,-0.152155,0.067216,0.270945,1.248173,0.279409,0.155092
1454,0.915908,0.080036,0.106875,-0.37853,-0.159156,0.067902,0.278761,1.196465,0.307804,0.166604
1455,0.916149,0.079507,0.107121,-0.377988,-0.168184,0.067443,0.287039,1.12673,0.277219,0.139218
1456,0.916392,0.078955,0.107382,-0.37744,-0.178538,0.066437,0.293218,1.062714,0.391439,0.074226
1457,0.916638,0.07838,0.107655,-0.376885,-0.190093,0.060545,0.299439,1.080895,0.408842,-0.018931
1458,0.916888,0.077781,0.107932,-0.37632,-0.199277,0.05547,0.309302,0.968896,0.370422,0.105015
1459,0.917146,0.077156,0.108211,-0.375741,-0.217065,0.050896,0.315102,1.001269,0.381617,0.040277
1460,0.917411,0.076504,0.108486,-0.375147,-0.231841,0.046115,0.324478,1.040126,0.124752,0.490422
1461,0.917686,0.075825,0.108752,-0.374534,-0.252883,0.041097,0.33721,1.189424,-0.472359,0.92289
1462,0.917973,0.075116,0.109005,-0.3739,-0.2732,0.043339,0.344883,1.483692,-0.606789,1.643532
1463,0.918273,0.074377,0.109239,-0.373242,-0.271313,0.05886,0.336069,1.484536,0.071703,2.438277
1464,0.918588,0.073606,0.10945,-0.372557,-0.260983,0.075238,0.328473,1.065633,0.500181,2.205373
1465,0.918922,0.072783,0.109641,-0.37184,-0.260357,0.083736,0.335932,0.605795,0.22163,1.489409
1466,0.919274,0.071895,0.109818,-0.371088,-0.270094,0.076601,0.360373,0.193919,-0.162878,0.689918
1467,0.919642,0.070954,0.109982,-0.370307,-0.288979,0.060963,0.384536,0.223092,-0.160499,0.287244
1468,0.920023,0.069973,0.110137,-0.369502,-0.307944,0.037388,0.409861,0.067356,-0.220348,0.108109
1469,0.920412,0.068964,0.110282,-0.368678,-0.326564,0.021348,0.437781,-0.058551,-0.268137,0.427519
1470,0.920807,0.067939,0.11042,-0.367841,-0.340493,0.016399,0.458423,-0.093413,-0.085268,0.769367
1471,0.921203,0.06691,0.110553,-0.366995,-0.341037,0.02664,0.478051,-0.193333,-0.050404,1.35181
1472,0.921599,0.065891,0.110682,-0.366145,-0.34284,0.031524,0.489028,-0.024585,0.154928,1.159773
1473,0.921991,0.064893,0.110809,-0.365298,-0.342017,0.04761,0.497516,-0.130528,0.141826,1.443864
1474,0.922376,0.063928,0.110936,-0.364457,-0.340891,0.064542,0.507446,-0.166448,-0.004264,1.540914
1475,0.922751,0.063009,0.111063,-0.363629,-0.341471,0.082056,0.512813,0.018614,-0.039641,1.701996
1476,0.923112,0.062148,0.111194,-0.362819,-0.338655,0.099201,0.515292,0.12753,-0.10855,1.960134
1477,0.923469,0.061337,0.111325,-0.362008,-0.337668,0.118856,0.510884,0.215381,0.016387,1.981552
1478,0.92383,0.060558,0.111451,-0.361179,-0.328919,0.136426,0.500697,0.285635,0.227278,2.070945
1479,0.924192,0.059806,0.111574,-0.360338,-0.325677,0.149033,0.494189,0.190038,0.064008,1.823893
1480,0.924554,0.059079,0.111694,-0.359492,-0.320448,0.15557,0.486982,0.188094,0.089075,1.553637
1481,0.924912,0.058373,0.111812,-0.358649,-0.324305,0.151461,0.485829,-0.010859,-0.125204,1.097509
1482,0.925264,0.057685,0.111929,-0.357815,-0.327871,0.149576,0.481445,0.032762,-0.130806,1.063532
1483,0.925607,0.057012,0.112045,-0.356996,-0.328327,0.148275,0.475765,-0.01189,-0.077991,1.194106
1484,0.92594,0.05635,0.112162,-0.356201,-0.328277,0.146462,0.468309,-0.09371,-0.052676,1.156606
1485,0.92626,0.055696,0.11228,-0.355434,-0.327369,0.142876,0.462245,-0.137953,-0.04028,1.096362
1486,0.926564,0.055047,0.112399,-0.354704,-0.315801,0.148321,0.451931,-0.118164,0.048045,1.543485
1487,0.92685,0.054399,0.112521,-0.354017,-0.303015,0.154644,0.439406,-0.158983,0.134479,1.474419
1488,0.927116,0.053749,0.112647,-0.35338,-0.291792,0.161213,0.425898,-0.184869,0.214442,1.457565
1489,0.927367,0.053095,0.112769,-0.352782,-0.277391,0.170716,0.405474,-0.119274,0.405639,1.435269
1490,0.927608,0.052441,0.112884,-0.352209,-0.265952,0.177612,0.382403,-0.148949,0.400147,1.220107
1491,0.927839,0.051788,0.112993,-0.351662,-0.256115,0.183044,0.361126,-0.211913,0.397222,1.030893
1492,0.928058,0.051141,0.1131,-0.351143,-0.249157,0.191018,0.34505,-0.428116,0.266451,0.914416
1493,0.928265,0.050502,0.113208,-0.350654,-0.239779,0.196969,0.321788,-0.264434,0.479601,0.833405
1494,0.928458,0.049874,0.113321,-0.350196,-0.22815,0.209251,0.300587,-0.428073,0.45037,0.795187
1495,0.928636,0.049259,0.113441,-0.349771,-0.21905,0.218354,0.282479,-0.609728,0.354801,0.460154
1496,0.928798,0.048662,0.113571,-0.349381,-0.208583,0.225199,0.26424,-0.604112,0.393588,0.2684
1497,0.928944,0.048084,0.113716,-0.349027,-0.203124,0.231581,0.243567,-0.599057,0.393885,-0.146506
1498,0.929071,0.04753,0.113877,-0.348712,-0.19577,0.235762,0.226148,-0.735377,0.347315,-0.278376
1499,0.929179,0.047001,0.114057,-0.348436,-0.193662,0.247179,0.206984,-0.728542,0.320006,-0.467963
1500,0.929268,0.046501,0.114261,-0.348201,-0.184468,0.254896,0.187431,-0.803685,0.437649,-0.564531
1501,0.929335,0.046024,0.114484,-0.348011,-0.170572,0.268748,0.1696,-0.849707,0.374991,-0.406602
1502,0.929383,0.045564,0.114717,-0.347865,-0.163396,0.274056,0.155556,-0.78278,0.10412,-0.873267
1503,0.929413,0.045122,0.114963,-0.347762,-0.15577,0.281037,0.132024,-0.516796,0.232026,-1.013371
1504,0.929426,0.044698,0.115222,-0.347698,-0.145611,0.29118,0.112033,-0.5721,0.095044,-0.89438
1505,0.929421,0.044295,0.115495,-0.347671,-0.130164,0.299934,0.097068,-0.693924,0.050235,-0.850508
1506,0.929401,0.043912,0.115783,-0.347677,-0.105226,0.314532,0.075132,-0.643947,0.276918,-0.584553
1507,0.929367,0.043552,0.116085,-0.347714,-0.090362,0.329717,0.050723,-0.511623,0.136241,-0.894867
1508,0.929318,0.043214,0.116403,-0.347779,-0.078216,0.33486,0.025283,-0.322961,0.003999,-1.232207
1509,0.929257,0.042901,0.116737,-0.34787,-0.065908,0.334644,0.003838,-0.229895,-0.095606,-1.164696
1510,0.929184,0.042613,0.117089,-0.347983,-0.055475,0.343648,-0.012361,-0.422355,-0.330087,-1.070429
1511,0.929099,0.042351,0.117458,-0.348116,-0.033886,0.349808,-0.030706,-0.30202,-0.273417,-0.835218
1512,0.929005,0.042116,0.117846,-0.348265,-0.023233,0.352233,-0.053158,-0.113092,-0.273724,-1.130878
1513,0.928891,0.041914,0.118261,-0.348452,-0.010594,0.353495,-0.070883,-0.19047,-0.399487,-0.953963
1514,0.928752,0.041749,0.118709,-0.348691,8.8e-05,0.341846,-0.100019,0.295177,-0.253002,-1.257879
1515,0.928591,0.041615,0.119184,-0.348974,0.012905,0.327929,-0.129034,0.271682,-0.18485,-1.173172
1516,0.928412,0.041509,0.11968,-0.349291,0.019961,0.313382,-0.152236,0.299678,-0.276674,-1.309655
1517,0.928221,0.041428,0.120193,-0.349633,0.032878,0.308506,-0.166992,0.128829,-0.461683,-0.831
1518,0.928021,0.041366,0.120717,-0.349992,0.038511,0.305362,-0.17438,-0.022187,-0.725922,-0.991514
1519,0.927816,0.041321,0.121247,-0.350357,0.042576,0.29761,-0.167309,-0.310048,-1.075689,-1.007961
1520,0.92761,0.041288,0.121777,-0.350721,0.044914,0.291185,-0.169274,-0.239808,-0.802504,-0.951489
1521,0.927409,0.041263,0.122302,-0.351073,0.039109,0.276079,-0.162317,-0.312983,-1.060576,-1.255731
1522,0.927216,0.041243,0.122818,-0.351405,0.038779,0.266449,-0.153239,-0.482649,-0.946663,-0.895001
1523,0.927035,0.041224,0.123317,-0.351708,0.03317,0.263482,-0.13639,-0.737184,-1.117969,-0.749554
1524,0.926872,0.041201,0.123796,-0.351973,0.027897,0.268165,-0.122274,-0.628582,-0.995356,-0.471812
1525,0.92672,0.041173,0.124261,-0.352213,0.028064,0.2653,-0.111097,-0.559592,-0.923395,-0.246831
1526,0.926571,0.041144,0.124723,-0.352445,0.0198,0.255913,-0.104684,-0.349221,-0.85953,-0.422426
1527,0.926426,0.041116,0.12518,-0.352668,0.017633,0.25015,-0.102632,-0.339324,-0.624138,-0.060096
1528,0.926284,0.041094,0.125633,-0.352881,0.015033,0.239039,-0.095684,-0.396069,-0.657887,-0.103549
1529,0.926147,0.041081,0.126082,-0.353084,0.015751,0.230902,-0.089838,-0.437264,-0.651086,0.1215
1530,0.926014,0.041078,0.126525,-0.353274,0.020442,0.222993,-0.082768,-0.459458,-0.664984,0.294461
1531,0.925886,0.041091,0.126962,-0.353451,0.022362,0.210874,-0.075917,-0.457503,-0.634872,0.309609
1532,0.925763,0.041122,0.127394,-0.353613,0.031356,0.202307,-0.066617,-0.486997,-0.613486,0.549405
1533,0.925646,0.041175,0.127819,-0.35376,0.039617,0.192787,-0.060088,-0.414994,-0.563927,0.592427
1534,0.925535,0.041252,0.128237,-0.35389,0.049929,0.181036,-0.054364,-0.278092,-0.479229,0.665643
1535,0.925431,0.041358,0.128647,-0.354002,0.062158,0.173264,-0.047232,-0.28777,-0.469552,0.804901
1536,0.925333,0.041495,0.129051,-0.354095,0.073738,0.162836,-0.041052,-0.225019,-0.379932,0.691217
1537,0.925242,0.041665,0.129445,-0.354167,0.085895,0.153519,-0.03361,-0.162377,-0.344366,0.732518
1538,0.925159,0.041866,0.129831,-0.354219,0.097415,0.143545,-0.029491,-0.168645,-0.248249,0.586512
1539,0.925083,0.042095,0.130209,-0.354252,0.107237,0.13618,-0.024695,-0.15934,-0.233785,0.533076
