SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z,Status
0,1.000000,-0.000000,0.000000,-0.000000,,,,,,,0
16666,0.999174,-0.040640,0.000000,-0.000000,,,,,,,0
33332,0.999174,-0.040640,0.000000,-0.000000,,,,,,,0
49998,0.536445,-0.031931,-0.038663,-0.842444,-0.010035,-0.032414,0.007385,-0.011434,-0.001363,-0.010317,0
66664,0.536878,-0.031962,-0.038552,-0.842172,-0.067192,0.037039,-0.050118,-0.013058,-0.000717,-0.010896,0
83330,0.537318,-0.031993,-0.038438,-0.841895,-0.049490,-0.075251,0.009481,-0.012213,-0.000581,-0.008752,0
99996,0.537764,-0.032024,-0.038323,-0.841615,-0.091721,0.060545,0.048885,-0.012873,-0.002660,-0.008690,0
116662,0.538212,-0.032055,-0.038206,-0.841333,-0.068582,0.144473,0.036402,-0.014499,-0.003734,-0.007064,0
133328,0.538660,-0.032086,-0.038089,-0.841050,0.011207,-0.000254,-0.014111,-0.013838,-0.002684,-0.006187,0
149994,0.539105,-0.032117,-0.037974,-0.840769,-0.041869,-0.025607,0.033772,-0.011784,-0.003381,-0.005115,0
166660,0.539544,-0.032148,-0.037860,-0.840491,-0.032616,-0.079474,0.008699,-0.010814,-0.002374,-0.005036,0
183326,0.539976,-0.032179,-0.037749,-0.840218,-0.033560,0.144483,0.036353,-0.012449,-0.002062,-0.005139,0
199992,0.540397,-0.032211,-0.037641,-0.839951,-0.024999,0.208125,0.037928,-0.015570,-0.003464,-0.003974,0
216658,0.540804,-0.032243,-0.037538,-0.839692,0.045540,-0.013685,-0.016562,-0.014486,-0.001291,-0.003465,0
233324,0.541196,-0.032276,-0.037440,-0.839443,-0.058013,0.037014,0.008207,-0.012227,-0.003483,-0.003776,0
249990,0.541569,-0.032309,-0.037349,-0.839205,-0.016756,0.175553,-0.021152,-0.014925,-0.004387,-0.003828,0
266656,0.541924,-0.032343,-0.037263,-0.838978,-0.017986,0.069805,-0.037975,-0.014291,-0.005325,-0.003924,0
283322,0.542265,-0.032378,-0.037181,-0.838760,0.079095,0.054444,0.046942,-0.014769,-0.001692,-0.006222,0
299988,0.542594,-0.032414,-0.037104,-0.838549,-0.071002,0.025576,-0.018543,-0.014414,-0.004787,-0.006798,0
316654,0.542911,-0.032450,-0.037030,-0.838346,-0.038264,0.091763,0.027148,-0.014398,-0.004283,-0.009236,0
333320,0.543217,-0.032487,-0.036959,-0.838149,-0.060897,0.032838,0.017875,-0.012520,-0.004728,-0.010207,0
349986,0.543514,-0.032524,-0.036892,-0.837958,-0.133282,0.191965,-0.035148,-0.014584,-0.006771,-0.011770,0
366652,0.543802,-0.032561,-0.036828,-0.837772,-0.009814,0.144748,0.035440,-0.016223,-0.005869,-0.011136,0
383318,0.544083,-0.032598,-0.036768,-0.837591,-0.137450,0.143838,0.062022,-0.015561,-0.008607,-0.009680,0
399984,0.544358,-0.032634,-0.036710,-0.837414,-0.004154,0.178793,-0.011612,-0.018870,-0.007368,-0.009834,0
416650,0.544628,-0.032670,-0.036656,-0.837239,-0.142966,0.035468,-0.024717,-0.018180,-0.008521,-0.011403,0
433316,0.544894,-0.032705,-0.036604,-0.837067,-0.056610,0.150441,0.036496,-0.019988,-0.009299,-0.009556,0
449982,0.545156,-0.032740,-0.036555,-0.836897,-0.029770,0.006688,-0.037997,-0.017880,-0.008648,-0.011312,0
466648,0.545413,-0.032774,-0.036509,-0.836730,-0.096154,0.040999,-0.023805,-0.017379,-0.008002,-0.015351,0
483314,0.545662,-0.032808,-0.036467,-0.836569,-0.117907,0.100028,0.028675,-0.017613,-0.010296,-0.016282,0
499980,0.545902,-0.032842,-0.036429,-0.836412,-0.036970,0.110122,0.029741,-0.018159,-0.010267,-0.015657,0
516646,0.546136,-0.032877,-0.036394,-0.836260,-0.152309,0.182978,-0.062844,-0.018261,-0.012557,-0.016225,0
533312,0.546363,-0.032911,-0.036363,-0.836111,-0.119878,0.168980,0.013147,-0.018993,-0.014495,-0.016265,0
549978,0.546585,-0.032944,-0.036334,-0.835966,0.055432,0.154853,-0.016942,-0.021550,-0.011308,-0.017123,0
566644,0.546803,-0.032977,-0.036307,-0.835823,-0.068697,0.071983,0.024301,-0.020894,-0.012112,-0.017755,0
583310,0.547017,-0.033009,-0.036282,-0.835683,-0.080150,0.142922,-0.018061,-0.023085,-0.012831,-0.021210,0
599976,0.547228,-0.033039,-0.036260,-0.835545,0.021973,0.067324,-0.038412,-0.022368,-0.012425,-0.022411,0
